PREC event_type event_no event 10mins h d dt PET TA TA_min TA_max
0.5 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
1.0 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
1.1 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
1.4 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
1.6 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
1.0 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.6000000000000001 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.4 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.6000000000000001 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.0 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.0 30 2 True False True False 3600 0.002033036083333333 4.227083333333334 3.1 5.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.0 30 2 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.1 30 3 True False True False 3600 0.010589173874999996 3.903472222222222 0.0 10.9
0.7 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
2.4 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
1.9000000000000001 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
1.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.2 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.6 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.1 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.2 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
1.4000000000000001 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
3.7 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
3.4 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.1 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.3 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
1.3 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.39999999999999997 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.2 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.2 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.004683226958333333 2.5444444444444443 -0.2 6.5
0.0 30 3 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.1 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.2 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.4 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.1 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.1 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 4 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.1 30 5 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 5 True False True False 3600 0.01943615625 4.266666666666667 0.6 12.4
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.6 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
1.7 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 5 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.1 30 6 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.8 30 6 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.7 30 6 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
1.1 30 6 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.9 30 6 True False True False 3600 0.012475858708333334 3.616666666666667 0.3 8.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 6 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
3.7 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
4.9 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
2.9 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
2.3 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
1.8 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
1.8 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
2.1 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 7 True False True False 3600 0.003158192625 2.4777777777777774 -0.5 5.7
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.0 30 7 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
0.2 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.0 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.8 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.0 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
2.0 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.5 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.7 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.8 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
2.0 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
2.8 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
1.5 30 8 True False True False 3600 0.0021253586666666667 2.9402777777777778 -0.9 7.0
2.4 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
1.7 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.9 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.5 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
1.2 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
1.3 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
1.5 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
1.8 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
2.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.4 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.6 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.5 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.5 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 30 8 True False True False 3600 0.002360414 4.42986111111111 -0.6 7.7
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 0 0 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.4 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.7 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.3 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
2.2 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.0 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.4 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.4 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.6000000000000001 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.8 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.2 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.7 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.0 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
2.4 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
2.2 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.6000000000000001 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
0.1 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.3 30 9 True False True False 3600 0.002879226875 4.127777777777777 0.7 5.5
1.1 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.6000000000000001 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
2.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
1.5 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
1.2 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.2 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.2 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.5 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
1.6 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
1.2000000000000002 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
1.9 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
2.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.7000000000000001 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.2 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.8999999999999999 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.8 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.8 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.0 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.1 30 9 True False True False 3600 0.013921897166666667 4.521527777777777 3.0 7.8
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.30000000000000004 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.7000000000000001 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.5 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.5 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.30000000000000004 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.30000000000000004 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.2 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.1 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.30000000000000004 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.0 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.2 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.30000000000000004 30 9 True False True False 3600 0.023104694083333325 3.440277777777778 1.1 6.2
0.2 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.1 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.1 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.1 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.2 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.4 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.9 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.2 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.4 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.8 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 30 9 True False True False 3600 0.016535518 0.7874999999999998 -5.1 2.8
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 0 0 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.1 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.2 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.1 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.4 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
0.0 50 10 True False True False 3600 0.007819659916666662 -2.0027777777777778 -6.8 1.9
