YYYY	MM	DD	hh	mm	PET	R_R0
2010	4	10	0	0	2.3531600220000004	0
2010	4	11	0	0	2.1765939109999994	0
2010	4	12	0	0	1.153555059	0
2010	4	13	0	0	2.0986906640000003	0
2010	4	14	0	0	0.6422616819999999	0
2010	4	15	0	0	1.123864157	0
2010	4	16	0	0	1.5088621080000002	0
2010	4	17	0	0	2.7409222460000002	0
2010	4	18	0	0	2.089673741	0
2010	4	19	0	0	2.9884755770000004	0
2010	4	20	0	0	1.827192239	0
2010	4	21	0	0	3.418987463	0
2010	4	22	0	0	2.8902483389999998	0
2010	4	23	0	0	2.2918582119999993	0
2010	4	24	0	0	3.606045405	0
2010	4	25	0	0	3.4258853890000003	0
2010	4	26	0	0	2.6169488129999996	0
2010	4	27	0	0	3.299361342	0
2010	4	28	0	0	3.6983984089999997	0
2010	4	29	0	0	4.364798797000001	0
2010	4	30	0	0	2.380465037	0
2010	5	1	0	0	0.372441003	0
2010	5	2	0	0	0.414221284	0
2010	5	3	0	0	1.384413231	0
2010	5	4	0	0	0.36930071	0
2010	5	5	0	0	0.22665197999999998	0
2010	5	6	0	0	0.505695954	0
2010	5	7	0	0	1.0784455830000002	0
2010	5	8	0	0	2.5148342099999996	0
2010	5	9	0	0	2.150013914	0
2010	5	10	0	0	1.7727044730000003	0
2010	5	11	0	0	2.337489242	0
2010	5	12	0	0	2.344944446	0
2010	5	13	0	0	0.6267340029999999	0
2010	5	14	0	0	1.0701188690000003	0
2010	5	15	0	0	0.587939781	0
2010	5	16	0	0	1.0968004519999996	0
2010	5	17	0	0	1.780879847	0
2010	5	18	0	0	2.1631339550000006	0
2010	5	19	0	0	1.6091981839999998	0
2010	5	20	0	0	0.655222865	0
2010	5	21	0	0	1.803800981	0
2010	5	22	0	0	3.9595420490000004	0
2010	5	23	0	0	4.37865835	0
2010	5	24	0	0	4.735453756	0
2010	5	25	0	0	4.8929561029999995	0
2010	5	26	0	0	3.330548741	0
2010	5	27	0	0	2.029133807	0
2010	5	28	0	0	3.3099537679999997	0
2010	5	29	0	0	3.322020472	0
2010	5	30	0	0	1.5451007720000003	0
2010	5	31	0	0	2.799179194999999	0
2010	6	1	0	0	1.605012253	0
2010	6	2	0	0	0.8200992819999999	0
2010	6	3	0	0	0.7842705569999999	0
2010	6	4	0	0	4.10430579	0
2010	6	5	0	0	4.7832537010000005	0
2010	6	6	0	0	3.8384797980000007	0
2010	6	7	0	0	2.2756848279999997	0
2010	6	8	0	0	3.3712794509999995	0
2010	6	9	0	0	5.153825976	0
2010	6	10	0	0	6.2111372099999995	0
2010	6	11	0	0	3.870280306	0
2010	6	12	0	0	1.933621253	0
2010	6	13	0	0	0.7579045820000001	0
2010	6	14	0	0	3.3223269509999995	0
2010	6	15	0	0	1.6624664119999997	0
2010	6	16	0	0	0.79610106	0
2010	6	17	0	0	1.6802804119999997	0
2010	6	18	0	0	1.304546527	0
2010	6	19	0	0	0.703269126	0
2010	6	20	0	0	1.051155967	0
2010	6	21	0	0	1.4632155690000002	0
2010	6	22	0	0	2.779890394	0
2010	6	23	0	0	4.368794791	0
2010	6	24	0	0	4.691992537	0
2010	6	25	0	0	4.600423834	0
2010	6	26	0	0	5.009152627	0
2010	6	27	0	0	5.039522251999999	0
2010	6	28	0	0	4.901061595000001	0
2010	6	29	0	0	4.375070329	0
2010	6	30	0	0	4.508047272	0
2010	7	1	0	0	4.4262405949999994	0
2010	7	2	0	0	4.622519381999999	0
2010	7	3	0	0	4.634510700000001	0
2010	7	4	0	0	2.724279467	0
2010	7	5	0	0	4.314303509	0
2010	7	6	0	0	3.3242468869999997	0
2010	7	7	0	0	5.063579955999999	0
2010	7	8	0	0	4.792722523	0
2010	7	9	0	0	4.271564934	0
2010	7	10	0	0	4.590113593999999	0
2010	7	11	0	0	4.4542592569999995	0
2010	7	12	0	0	4.7234886399999985	0
2010	7	13	0	0	0.0	0
2010	7	14	0	0	4.558441561	0
2010	7	15	0	0	2.9713051649999995	0
2010	7	16	0	0	4.369708135	0
2010	7	17	0	0	2.1257336060000003	0
2010	7	18	0	0	3.928045934	0
2010	7	19	0	0	4.707743200000001	0
2010	7	20	0	0	4.521127306	0
2010	7	21	0	0	4.712154534000001	0
2010	7	22	0	0	2.9346541979999996	0
2010	7	23	0	0	0.6357126160000001	0
2010	7	24	0	0	0.904796012	0
2010	7	25	0	0	3.6271673500000006	0
2010	7	26	0	0	2.3970179029999996	0
2010	7	27	0	0	2.5589405810000003	0
2010	7	28	0	0	1.255308726	0
2010	7	29	0	0	1.0607827459999999	0
2010	7	30	0	0	2.8857739330000003	0
2010	7	31	0	0	4.084806344	0
2010	8	1	0	0	4.360964188	0
2010	8	2	0	0	1.0667160349999998	0
2010	8	3	0	0	2.5950872799999996	0
2010	8	4	0	0	2.959070149	0
2010	8	5	0	0	0.664492549	0
2010	8	6	0	0	2.3766427500000002	0
2010	8	7	0	0	3.6885333360000003	0
2010	8	8	0	0	2.065928967	0
2010	8	9	0	0	3.8197039520000002	0
2010	8	10	0	0	3.8098959449999996	0
2010	8	11	0	0	2.8527462389999996	0
2010	8	12	0	0	1.2508233359999998	0
2010	8	13	0	0	2.062531566	0
2010	8	14	0	0	1.2136968	0
2010	8	15	0	0	1.784646617	0
2010	8	16	0	0	0.77682862	0
2010	8	17	0	0	1.5551961	0
2010	8	18	0	0	0.899530002	0
2010	8	19	0	0	2.001443425	0
2010	8	20	0	0	2.9882119009999997	0
2010	8	21	0	0	3.393837608	0
2010	8	22	0	0	3.3505244519999997	0
2010	8	23	0	0	1.045059217	0
2010	8	24	0	0	1.8450908769999996	0
2010	8	25	0	0	3.0227197329999993	0
2010	8	26	0	0	3.752444744999999	0
2010	8	27	0	0	1.8833564690000002	0
2010	8	28	0	0	0.826664502	0
2010	8	29	0	0	2.0809180810000005	0
2010	8	30	0	0	1.1892402619999998	0
2010	8	31	0	0	2.2894641879999997	0
2010	9	1	0	0	3.1825826759999996	0
2010	9	2	0	0	2.667069386	0
2010	9	3	0	0	2.844173741	0
2010	9	4	0	0	2.593484984	0
2010	9	5	0	0	2.7913248630000003	0
2010	9	6	0	0	2.4630482309999993	0
2010	9	7	0	0	0.914119933	0
2010	9	8	0	0	0.6260703350000001	0
2010	9	9	0	0	2.176201421	0
2010	9	10	0	0	1.855158686	0
2010	9	11	0	0	2.5202168780000003	0
2010	9	12	0	0	2.5197906299999993	0
2010	9	13	0	0	1.1961126260000001	0
2010	9	14	0	0	1.781647524	0
2010	9	15	0	0	1.3588267269999996	0
2010	9	16	0	0	0.9535588269999999	0
2010	9	17	0	0	1.547845677	0
2010	9	18	0	0	1.7231637059999998	0
2010	9	19	0	0	2.165248509	0
2010	9	20	0	0	2.2585558669999997	0
2010	9	21	0	0	2.2673974920000006	0
2010	9	22	0	0	2.148385141	0
2010	9	23	0	0	2.164653111	0
2010	9	24	0	0	0.8427092820000001	0
2010	9	25	0	0	0.131367851	0
2010	9	26	0	0	1.1158343049999997	0
2010	9	27	0	0	1.094010209	0
2010	9	28	0	0	0.8368428100000002	0
2010	9	29	0	0	1.314093563	0
2010	9	30	0	0	0.7036904279999999	0
2010	10	1	0	0	1.142050107	0
2010	10	2	0	0	1.365059963	0
2010	10	3	0	0	1.9066771939999998	0
2010	10	4	0	0	1.586429772	0
2010	10	5	0	0	0.768939109	0
2010	10	6	0	0	0.776708584	0
2010	10	7	0	0	0.478349798	0
2010	10	8	0	0	1.000765604	0
2010	10	9	0	0	0.289141078	0
2010	10	10	0	0	0.4246629069999999	0
2010	10	11	0	0	0.9431922239999999	0
2010	10	12	0	0	1.1357674899999999	0
2010	10	13	0	0	0.17905057700000002	0
2010	10	14	0	0	0.5763022569999999	0
2010	10	15	0	0	0.478117567	0
2010	10	16	0	0	0.213069937	0
2010	10	17	0	0	0.262699569	0
2010	10	18	0	0	0.19679343100000002	0
2010	10	19	0	0	0.820052558	0
2010	10	20	0	0	1.0156554889999998	0
2010	10	21	0	0	0.8559609600000001	0
2010	10	22	0	0	0.533669086	0
2010	10	23	0	0	0.425936108	0
2010	10	24	0	0	0.222664319	0
2010	10	25	0	0	0.430446605	0
2010	10	26	0	0	0.9253452339999999	0
2010	10	27	0	0	0.904753272	0
2010	10	28	0	0	0.912886566	0
2010	10	29	0	0	0.9587628439999999	0
2010	10	30	0	0	0.85097264	0
2010	10	31	0	0	0.587127234	0
2010	11	1	0	0	0.6307584829999999	0
2010	11	2	0	0	0.33012283899999995	0
2010	11	3	0	0	0.676084519	0
2010	11	4	0	0	1.212442377	0
2010	11	5	0	0	0.410115275	0
2010	11	6	0	0	0.903369079	0
2010	11	7	0	0	0.234339213	0
2010	11	8	0	0	0.197317759	0
2010	11	9	0	0	0.58910948	0
2010	11	10	0	0	0.6315480280000001	0
2010	11	11	0	0	0.8710986939999998	0
2010	11	12	0	0	0.385628993	0
2010	11	13	0	0	1.7670320499999999	0
2010	11	14	0	0	0.891271067	0
2010	11	15	0	0	0.118424545	0
2010	11	16	0	0	0.040215064	0
2010	11	17	0	0	0.154801209	0
2010	11	18	0	0	0.099592924	0
2010	11	19	0	0	0.422763754	0
2010	11	20	0	0	0.20515816	0
2010	11	21	0	0	0.059760922	0
2010	11	22	0	0	0.06425311400000001	0
2010	11	23	0	0	0.152228412	0
2010	11	24	0	0	0.142458997	0
2010	11	25	0	0	0.401905593	0
2010	11	26	0	0	0.20411504200000002	0
2010	11	27	0	0	0.075763625	0
2010	11	28	0	0	0.174278925	0
2010	11	29	0	0	0.4511478040000001	0
2010	11	30	0	0	0.24855441200000003	0
2010	12	1	0	0	0.028219789	0
2010	12	2	0	0	0.15239720800000003	0
2010	12	3	0	0	0.07351708300000001	0
2010	12	4	0	0	0.231971082	0
2010	12	5	0	0	0.205568302	0
2010	12	6	0	0	0.023217032999999998	0
2010	12	7	0	0	0.393921304	0
2010	12	8	0	0	0.175081155	0
2010	12	9	0	0	0.38705503300000005	0
2010	12	10	0	0	0.12996586000000002	0
2010	12	11	0	0	0.5242374009999999	0
2010	12	12	0	0	0.21723718	0
2010	12	13	0	0	0.256247467	0
2010	12	14	0	0	0.114482961	0
2010	12	15	0	0	0.125699654	0
2010	12	16	0	0	0.298733676	0
2010	12	17	0	0	0.05153964800000001	0
2010	12	18	0	0	0.24773108700000002	0
2010	12	19	0	0	0.389213221	0
2010	12	20	0	0	0.808330063	0
2010	12	21	0	0	0.088975417	0
2010	12	22	0	0	0.11576656299999999	0
2010	12	23	0	0	0.11165215499999999	0
2010	12	24	0	0	0.047193234	0
2010	12	25	0	0	0.115333443	0
2010	12	26	0	0	0.275620628	0
2010	12	27	0	0	0.136305474	0
2010	12	28	0	0	0.05396891	0
2010	12	29	0	0	0.11963366500000001	0
2010	12	30	0	0	0.039161803	0
2010	12	31	0	0	0.013431378	0
2011	1	1	0	0	0.08223902699999999	0
2011	1	2	0	0	0.105031081	0
2011	1	3	0	0	0.26998380800000005	0
2011	1	4	0	0	0.06849637900000001	0
2011	1	5	0	0	0.366773849	0
2011	1	6	0	0	0.385024512	0
2011	1	7	0	0	0.312318415	0
2011	1	8	0	0	0.558975402	0
2011	1	9	0	0	0.22319126	0
2011	1	10	0	0	0.050520947	0
2011	1	11	0	0	0.280500424	0
2011	1	12	0	0	0.21323247299999998	0
2011	1	13	0	0	0.570205029	0
2011	1	14	0	0	0.345701918	0
2011	1	15	0	0	0.655753044	0
2011	1	16	0	0	0.295079294	0
2011	1	17	0	0	0.39469875	0
2011	1	18	0	0	0.214174848	0
2011	1	19	0	0	0.07578879499999999	0
2011	1	20	0	0	0.178794039	0
2011	1	21	0	0	0.40417927	0
2011	1	22	0	0	0.44654089900000005	0
2011	1	23	0	0	0.487815224	0
2011	1	24	0	0	0.24414216900000002	0
2011	1	25	0	0	0.3667499470000001	0
2011	1	26	0	0	0.403223425	0
2011	1	27	0	0	0.12132191099999998	0
2011	1	28	0	0	0.353662927	0
2011	1	29	0	0	0.20048352300000005	0
2011	1	30	0	0	0.058599364	0
2011	1	31	0	0	0.04428211900000001	0
2011	2	1	0	0	0.053599855	0
2011	2	2	0	0	0.403180576	0
2011	2	3	0	0	0.39016025299999996	0
2011	2	4	0	0	0.721968076	0
2011	2	5	0	0	1.1191852690000001	0
2011	2	6	0	0	0.891629398	0
2011	2	7	0	0	1.029860273	0
2011	2	8	0	0	0.9187166019999999	0
2011	2	9	0	0	0.41725612599999995	0
2011	2	10	0	0	0.77413221	0
2011	2	11	0	0	1.0801512469999999	0
2011	2	12	0	0	1.054525398	0
2011	2	13	0	0	0.725817163	0
2011	2	14	0	0	0.950125762	0
2011	2	15	0	0	0.249978767	0
2011	2	16	0	0	0.09777404199999999	0
2011	2	17	0	0	0.48807862999999996	0
2011	2	18	0	0	0.272399483	0
2011	2	19	0	0	0.805722373	0
2011	2	20	0	0	0.045762371999999996	0
2011	2	21	0	0	0.11062597500000002	0
2011	2	22	0	0	0.166706529	0
2011	2	23	0	0	0.8800515220000001	0
2011	2	24	0	0	0.25644305900000003	0
2011	2	25	0	0	0.154646658	0
2011	2	26	0	0	0.28755849499999997	0
2011	2	27	0	0	0.324080231	0
2011	2	28	0	0	0.270055989	0
2011	3	1	0	0	0.9990363480000001	0
2011	3	2	0	0	1.7928081120000003	0
2011	3	3	0	0	1.146112029	0
2011	3	4	0	0	0.9065324639999999	0
2011	3	5	0	0	0.41320521099999996	0
2011	3	6	0	0	0.94757835	0
2011	3	7	0	0	1.7407551540000001	0
2011	3	8	0	0	1.441912559	0
2011	3	9	0	0	1.7711609609999999	0
2011	3	10	0	0	1.5439038520000001	0
2011	3	11	0	0	1.042068974	0
2011	3	12	0	0	1.187746814	0
2011	3	13	0	0	0.303933482	0
2011	3	14	0	0	1.9591548410000001	0
2011	3	15	0	0	1.6092536109999998	0
2011	3	16	0	0	0.738533645	0
2011	3	17	0	0	0.24635497599999998	0
2011	3	18	0	0	0.8173181800000001	0
2011	3	19	0	0	0.26159995599999997	0
2011	3	20	0	0	1.9372698279999996	0
2011	3	21	0	0	2.3567799209999998	0
2011	3	22	0	0	2.014756001	0
2011	3	23	0	0	2.5439119879999996	0
2011	3	24	0	0	2.245255845	0
2011	3	25	0	0	2.6520029180000004	0
2011	3	26	0	0	2.1287843609999997	0
2011	3	27	0	0	1.0501444519999998	0
2011	3	28	0	0	0.921090049	0
2011	3	29	0	0	2.102195239	0
2011	3	30	0	0	1.2737841909999998	0
2011	3	31	0	0	1.2188627309999998	0
2011	4	1	0	0	1.8713517830000002	0
2011	4	2	0	0	2.9292926219999997	0
2011	4	3	0	0	3.094545938	0
2011	4	4	0	0	0.902199227	0
2011	4	5	0	0	2.4383063570000005	0
2011	4	6	0	0	2.657287308	0
2011	4	7	0	0	3.557950177	0
2011	4	8	0	0	2.9174456429999998	0
2011	4	9	0	0	3.431463736	0
2011	4	10	0	0	3.577507528	0
2011	4	11	0	0	3.261960843	0
2011	4	12	0	0	1.012213595	0
2011	4	13	0	0	2.070400123	0
2011	4	14	0	0	2.1222732990000006	0
2011	4	15	0	0	2.844914668	0
2011	4	16	0	0	2.7531516600000003	0
2011	4	17	0	0	2.998817007	0
2011	4	18	0	0	3.159748334	0
2011	4	19	0	0	3.3599807580000007	0
2011	4	20	0	0	3.3352870329999997	0
2011	4	21	0	0	3.3093577510000003	0
2011	4	22	0	0	3.671259183	0
2011	4	23	0	0	2.965304221	0
2011	4	24	0	0	2.052229524	0
2011	4	25	0	0	4.1427658329999995	0
2011	4	26	0	0	3.228742168	0
2011	4	27	0	0	0.9591995730000001	0
2011	4	28	0	0	2.246462694	0
2011	4	29	0	0	1.715160422	0
2011	4	30	0	0	3.245033641	0
2011	5	1	0	0	2.9463400809999998	0
2011	5	2	0	0	3.2913407919999997	0
2011	5	3	0	0	2.1258369869999996	0
2011	5	4	0	0	3.2052075339999995	0
2011	5	5	0	0	3.784543732	0
2011	5	6	0	0	3.8447001709999995	0
2011	5	7	0	0	3.943192064	0
2011	5	8	0	0	3.83518709	0
2011	5	9	0	0	4.157918180999999	0
2011	5	10	0	0	3.6322104129999997	0
2011	5	11	0	0	3.7444174980000007	0
2011	5	12	0	0	1.1146239080000002	0
2011	5	13	0	0	3.764815876	0
2011	5	14	0	0	1.338202617	0
2011	5	15	0	0	1.526410527	0
2011	5	16	0	0	2.145986633	0
2011	5	17	0	0	2.5610781530000004	0
2011	5	18	0	0	4.198346871999999	0
2011	5	19	0	0	4.37813215	0
2011	5	20	0	0	4.384016904	0
2011	5	21	0	0	4.25555504	0
2011	5	22	0	0	3.264298442	0
2011	5	23	0	0	3.6711509079999995	0
2011	5	24	0	0	5.145938100999999	0
2011	5	25	0	0	4.589827511	0
2011	5	26	0	0	4.420563971000001	0
2011	5	27	0	0	0.739159887	0
2011	5	28	0	0	3.3786287340000003	0
2011	5	29	0	0	4.287496249	0
2011	5	30	0	0	4.771183423000001	0
2011	5	31	0	0	1.501177219	0
2011	6	1	0	0	0.619854562	0
2011	6	2	0	0	1.3505728379999997	0
2011	6	3	0	0	2.107908045	0
2011	6	4	0	0	3.362283017	0
2011	6	5	0	0	3.7330088630000002	0
2011	6	6	0	0	3.406832035	0
2011	6	7	0	0	3.0889232379999996	0
2011	6	8	0	0	1.1310088249999999	0
2011	6	9	0	0	1.129137865	0
2011	6	10	0	0	3.411747361	0
2011	6	11	0	0	0.918709522	0
2011	6	12	0	0	4.14792786	0
2011	6	13	0	0	2.3789926809999997	0
2011	6	14	0	0	2.550686055000001	0
2011	6	15	0	0	4.298567462999999	0
2011	6	16	0	0	3.792487655	0
2011	6	17	0	0	3.590956549	0
2011	6	18	0	0	1.1834553849999998	0
2011	6	19	0	0	3.0557593209999996	0
2011	6	20	0	0	3.4394690740000002	0
2011	6	21	0	0	4.249032756999999	0
2011	6	22	0	0	2.053344944	0
2011	6	23	0	0	1.6053889420000003	0
2011	6	24	0	0	2.9571931900000004	0
2011	6	25	0	0	3.1589709870000005	0
2011	6	26	0	0	4.948418191999999	0
2011	6	27	0	0	4.868540133999999	0
2011	6	28	0	0	4.844063266999998	0
2011	6	29	0	0	2.1593039050000002	0
2011	6	30	0	0	2.1352748879999996	0
2011	7	1	0	0	3.6680957660000004	0
2011	7	2	0	0	4.102673799000001	0
2011	7	3	0	0	4.455163166	0
2011	7	4	0	0	4.952438362000001	0
2011	7	5	0	0	5.099210954999999	0
2011	7	6	0	0	4.476496102	0
2011	7	7	0	0	3.748067442	0
2011	7	8	0	0	3.870870407000001	0
2011	7	9	0	0	3.356835292	0
2011	7	10	0	0	2.82272039	0
2011	7	11	0	0	4.687670452	0
2011	7	12	0	0	4.143760594000001	0
2011	7	13	0	0	0.631590768	0
2011	7	14	0	0	2.3595844539999997	0
2011	7	15	0	0	3.3170756449999996	0
2011	7	16	0	0	4.720611582	0
2011	7	17	0	0	0.7127888929999999	0
2011	7	18	0	0	3.584819704	0
2011	7	19	0	0	2.137254129	0
2011	7	20	0	0	1.344649543	0
2011	7	21	0	0	1.5042710620000002	0
2011	7	22	0	0	1.438517303	0
2011	7	23	0	0	2.5243756619999997	0
2011	7	24	0	0	2.2008072060000003	0
2011	7	25	0	0	3.25476206	0
2011	7	26	0	0	3.5571454809999996	0
2011	7	27	0	0	3.0379815220000004	0
2011	7	28	0	0	2.300824357	0
2011	7	29	0	0	2.6486321960000003	0
2011	7	30	0	0	2.0481389420000005	0
2011	7	31	0	0	3.1366833729999994	0
2011	8	1	0	0	2.951607064	0
2011	8	2	0	0	4.167471214999999	0
2011	8	3	0	0	1.164200068	0
2011	8	4	0	0	3.409805433	0
2011	8	5	0	0	2.4998734199999997	0
2011	8	6	0	0	2.5561005660000005	0
2011	8	7	0	0	1.2556444989999997	0
2011	8	8	0	0	2.4734704049999996	0
2011	8	9	0	0	2.599640206	0
2011	8	10	0	0	3.2309521259999996	0
2011	8	11	0	0	3.762973036	0
2011	8	12	0	0	4.079149600999999	0
2011	8	13	0	0	3.2707301830000004	0
2011	8	14	0	0	3.448108077	0
2011	8	15	0	0	1.7177685179999997	0
2011	8	16	0	0	2.979880662	0
2011	8	17	0	0	3.7441522600000003	0
2011	8	18	0	0	3.0880397470000003	0
2011	8	19	0	0	4.177648357999999	0
2011	8	20	0	0	3.7016110310000006	0
2011	8	21	0	0	3.786697309	0
2011	8	22	0	0	3.780656396	0
2011	8	23	0	0	3.9663072940000004	0
2011	8	24	0	0	3.56276539	0
2011	8	25	0	0	2.785154642	0
2011	8	26	0	0	4.554750657	0
2011	8	27	0	0	1.365439058	0
2011	8	28	0	0	3.2662934530000003	0
2011	8	29	0	0	2.653893837	0
2011	8	30	0	0	3.044882329	0
2011	8	31	0	0	3.0293436709999995	0
2011	9	1	0	0	2.1730837259999998	0
2011	9	2	0	0	2.5057455699999998	0
2011	9	3	0	0	3.0260551939999996	0
2011	9	4	0	0	0.84981112	0
2011	9	5	0	0	1.411163193	0
2011	9	6	0	0	3.074983203	0
2011	9	7	0	0	2.1790160340000004	0
2011	9	8	0	0	2.5683196599999993	0
2011	9	9	0	0	2.624548438	0
2011	9	10	0	0	3.134470125	0
2011	9	11	0	0	2.976671246	0
2011	9	12	0	0	3.215017864	0
2011	9	13	0	0	2.7615856319999996	0
2011	9	14	0	0	1.0975767090000002	0
2011	9	15	0	0	2.4531130529999996	0
2011	9	16	0	0	2.185912717	0
2011	9	17	0	0	1.4274173230000002	0
2011	9	18	0	0	0.37880843799999997	0
2011	9	19	0	0	0.5752403989999999	0
2011	9	20	0	0	1.853155064	0
2011	9	21	0	0	2.0908565549999993	0
2011	9	22	0	0	1.9621038690000001	0
2011	9	23	0	0	1.8619173079999998	0
2011	9	24	0	0	1.923367562	0
2011	9	25	0	0	1.5137667999999997	0
2011	9	26	0	0	1.8853563809999998	0
2011	9	27	0	0	2.1133228090000005	0
2011	9	28	0	0	2.06977592	0
2011	9	29	0	0	0.635938103	0
2011	9	30	0	0	0.909072987	0
2011	10	1	0	0	1.0271570149999998	0
2011	10	2	0	0	0.759875066	0
2011	10	3	0	0	1.480154143	0
2011	10	4	0	0	1.915876883	0
2011	10	5	0	0	1.459007295	0
2011	10	6	0	0	1.9064847830000002	0
2011	10	7	0	0	0.679439684	0
2011	10	8	0	0	0.373819409	0
2011	10	9	0	0	0.810987561	0
2011	10	10	0	0	0.35636860500000006	0
2011	10	11	0	0	1.3269770090000002	0
2011	10	12	0	0	0.7841684170000001	0
2011	10	13	0	0	0.6352344079999999	0
2011	10	14	0	0	1.617615989	0
2011	10	15	0	0	0.23998066299999998	0
2011	10	16	0	0	0.12101455700000001	0
2011	10	17	0	0	0.829229157	0
2011	10	18	0	0	1.631150439	0
2011	10	19	0	0	0.083036509	0
2011	10	20	0	0	0.706437286	0
2011	10	21	0	0	0.7786274640000002	0
2011	10	22	0	0	0.5704392500000001	0
2011	10	23	0	0	0.6355934200000001	0
2011	10	24	0	0	1.010740574	0
2011	10	25	0	0	0.295954757	0
2011	10	26	0	0	0.904733792	0
2011	10	27	0	0	0.6735901530000001	0
2011	10	28	0	0	0.582838747	0
2011	10	29	0	0	0.47536398099999994	0
2011	10	30	0	0	0.627234379	0
2011	10	31	0	0	0.076257742	0
2011	11	1	0	0	0.17861645199999998	0
2011	11	2	0	0	0.37691648099999997	0
2011	11	3	0	0	0.235134696	0
2011	11	4	0	0	0.26145919	0
2011	11	5	0	0	0.27059364999999996	0
2011	11	6	0	0	0.6394795249999999	0
2011	11	7	0	0	0.11148044099999999	0
2011	11	8	0	0	0.091368322	0
2011	11	9	0	0	0.47277251500000006	0
2011	11	10	0	0	0.019481376999999998	0
2011	11	11	0	0	0.022710588	0
2011	11	12	0	0	0.551777417	0
2011	11	13	0	0	0.070262398	0
