-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
1.2907459;0.09150034;0.37933913;3.2230983;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.862007;0.5117233;0.5709241;1.607095;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.5063228;0.6359373;0.5191745;0.723296;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.17263;0.21969686;0.7717239;2.9083953;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.2319891;0.5828116;0.68950397;2.8115468;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.8388212;0.1442172;0.904226;3.441253;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.9017247;0.23495272;0.88381654;1.4581794;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.8593507;0.2563394;0.39297587;1.3083951;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.4869814;0.79718363;0.21411099;4.9006214;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.9362407;0.17951211;0.88357663;1.0115982;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.1342658;0.1120739;0.46329668;4.997339;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.440261;0.74129623;0.47768778;3.7398956;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.41025808;0.13792525;0.32671583;3.3319502;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.94058955;0.70463115;0.7544058;2.0290258;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.478635;0.52386075;0.42408714;4.405114;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.7748582;0.4657206;0.34139448;4.5952773;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.8440466;0.6035576;0.6027126;3.748478;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.7639617;0.5835392;0.8003327;3.6944985;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.9782066;0.09731569;0.4156789;2.7191958;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.453868;0.79957825;0.7776312;0.8502569;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.1094625;0.7540929;0.5695801;4.9956307;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.82362324;0.7183077;0.5230182;0.5699992;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.4833837;0.50160843;0.4876167;2.7292883;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.2891649;0.42300516;0.31646478;2.1521044;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.4151073;0.4336601;0.466107;3.9925957;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.298329;0.021800186;0.9034012;3.8110116;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.1968555;0.40458092;0.28173354;3.3262236;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.5612724;0.50277793;0.96664;0.83632344;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.6993599;0.5303779;0.2859972;1.5658225;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.194847;0.2723902;0.4896253;0.9237129;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.062869;0.38231304;0.68504494;4.9053936;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.0598962;0.51268536;0.8702731;1.075023;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.583975;0.34836134;0.31486624;4.8523674;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.4759784;0.7700868;0.31288177;1.0072048;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.87081194;0.56729925;0.7027025;4.3800364;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.1595594;0.011006259;0.4341973;3.0858357;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.2353389;0.028390791;0.7156017;4.2427654;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.977237;0.55533713;0.8564666;3.3531528;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.3912842;0.33598962;0.2614964;3.9597673;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.5847938;0.6731821;0.8755953;3.7886522;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.9474993;0.14668217;0.23006828;1.6708415;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.4027958;0.020923262;0.91906095;4.7077174;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.9299576;0.31658506;0.9804945;3.3964074;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.87102556;0.5914906;0.73396415;1.4093785;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.74974436;0.7776649;0.9874042;1.8771892;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.4083343;0.70808655;0.8575935;2.8987296;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.4612617;0.39241895;0.2354924;4.46822;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.9131334;0.65212566;0.20304875;4.085389;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.8719945;0.06556106;0.21663879;1.859216;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.2466478;0.46209514;0.5615256;3.5981884;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.857181;0.74019575;0.6987061;0.5074557;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.8841944;0.32314426;0.5851775;1.9968847;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.6589605;0.7684795;0.7417043;4.2781787;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.3479256;0.18434122;0.55968213;1.1804054;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.2962434;0.09345071;0.23405105;2.0902786;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.2300065;0.42456225;0.38093337;0.50469494;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.1609375;0.72672504;0.9940994;0.60409725;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.2963347;0.25591058;0.47669107;1.1570854;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.3229095;0.6421267;0.45981258;0.95838374;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.47985315;0.14366584;0.32223365;2.703782;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.5506427;0.59900063;0.989715;4.5500197;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.6092501;0.45005128;0.38436747;0.8808877;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.3771992;0.14826341;0.7174612;4.414266;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.8737543;0.5772889;0.23363797;3.5067103;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.9627113;0.5738673;0.25317785;1.2600269;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.388705;0.41719383;0.7734014;1.8038142;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.150657;0.18811943;0.70813453;1.3738257;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.107298;0.114512175;0.7441299;4.051843;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.00147;0.7662315;0.38477632;3.7629516;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.30901796;0.5280919;0.98791116;1.869842;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.63222975;0.64930075;0.64670014;0.7445045;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.6673248;0.5606067;0.9756385;1.2593334;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.4170108;0.6652842;0.33133644;3.3344436;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.9741045;0.13836774;0.5240796;0.9066776;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.605015;0.4025907;0.46854842;2.9140947;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.9310981;0.53702855;0.8040599;3.2581806;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.542338;0.09167802;0.79805714;3.5948913;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.34155;0.128466;0.589235;1.0641009;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
2.0289018;0.51084626;0.2129184;2.5686765;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.647258;0.69627756;0.34016457;2.5852847;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
3.2253563;0.5317288;0.24021253;4.258772;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
1.9367006;0.0386018;0.87761164;2.6092265;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.6207196;0.776642;0.43181726;2.330581;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
0.76642835;0.120210454;0.2943381;1.055572;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.8171086;0.19372417;0.48333788;3.6250896;12.147350020705584;8.157396617080435;30.0;0.4;44.6636575032666;22.134536998693363;39.7757716688444;91;0.1537041353167826;3;1350
4.5611873;0.78022414;0.26183146;3.2890527;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.5585942;0.61911607;0.9830857;3.7262743;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.4761758;0.7498956;0.4520063;3.4532747;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.8520465;0.64722955;0.94645333;4.4387774;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.9380043;0.5248702;0.746183;4.4480577;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.641073;0.23479687;0.6528856;1.8845747;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.3569353;0.26823634;0.5803976;1.3208543;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.5067595;0.7583442;0.7499041;4.669149;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.66267663;0.68989426;0.7490203;3.7086797;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.5324917;0.29399747;0.20841685;4.869398;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.3877263;0.30488127;0.926227;2.7363007;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.1713442;0.24517857;0.49437073;4.8300953;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.6685917;0.26764283;0.4826185;1.0522345;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.980254;0.6899273;0.5252724;3.1566405;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.0485094;0.018300416;0.7482262;2.735309;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.3117485;0.35448158;0.5008142;0.51190215;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.8408937;0.75484335;0.49906486;1.3680443;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.653422;0.43868273;0.2507719;1.1906247;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.2740467;0.36585218;0.53331333;0.7736418;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.2110825;0.25677216;0.3195828;4.7666707;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.0036702;0.06839098;0.8844714;4.8441525;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.3192637;0.18734431;0.46760887;4.512875;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.60533273;0.081462145;0.9686939;4.949964;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.1958756;0.11009255;0.74762243;4.237989;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.39974803;0.13917807;0.8049212;4.6948147;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.571156;0.24860325;0.95820093;1.38934;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.7833338;0.018703178;0.39114782;1.6559774;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.8937161;0.7606137;0.6538328;4.3792973;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.69633424;0.10781708;0.23258065;2.6575868;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.020694;0.3126876;0.28060696;3.7263758;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.0188463;0.7048268;0.49326953;3.028591;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.6405764;0.0941887;0.7460015;1.8753743;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.9890935;0.39204735;0.8653549;1.7817568;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.8649751;0.6773791;0.40512335;3.8668082;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.0363944;0.45000046;0.79926175;2.894428;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.30945858;0.17617144;0.37943292;2.1172357;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.801084;0.59105253;0.20484449;3.2766786;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.5150566;0.54825944;0.24353042;2.3897192;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.957129;0.29612687;0.6684469;2.6378367;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.597104;0.046573177;0.59771806;3.5505936;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.53596;0.016213104;0.41634017;2.5608435;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.5553935;0.6620604;0.20523828;4.7747326;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.701567;0.2640303;0.6544083;2.6833668;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.9442947;0.11883822;0.8540853;4.8282027;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.4727492;0.41965547;0.2548359;4.3145967;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.4814832;0.7374583;0.78917956;4.509173;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.7915312;0.016699882;0.7076341;3.9347389;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.6992276;0.054353397;0.5834838;3.2203653;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.306775;0.3394655;0.23867309;2.8970044;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.303738;0.5440131;0.93885714;2.982448;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.166201;0.38611937;0.5819528;1.4065464;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
4.5015717;0.7190633;0.51968557;1.4647769;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.87319565;0.0448268;0.8891803;0.65372825;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
2.8593736;0.2787113;0.8764626;3.8550215;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
0.7211636;0.28756484;0.78180873;1.0618858;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
3.4267523;0.2787005;0.86348796;3.119671;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
1.5499221;0.39527187;0.2994628;1.120654;14.28004050583329;9.408048444778782;30.0;0.4;54.537224564043015;18.185110174382793;46.35814970936201;91;0.1036780622088487;3;1350
