					[m]
2019	12	22	0	0	9.714641396296201
2019	12	23	0	0	9.733739993175364
2019	12	24	0	0	9.72258721764022
2019	12	25	0	0	9.734803186590606
2019	12	26	0	0	9.721723690636086
2019	12	27	0	0	9.727652293118625
2019	12	28	0	0	9.72735692295119
2019	12	29	0	0	9.71045288457415
2019	12	30	0	0	9.717072263086681
2019	12	31	0	0	9.727123404602432
2020	1	1	0	0	9.722905257304793
2020	1	2	0	0	9.715452335419581
2020	1	3	0	0	9.71189581278792
2020	1	4	0	0	9.722132889772297
2020	1	5	0	0	9.70772224067081
2020	1	6	0	0	9.703524617410368
2020	1	7	0	0	9.710029244421138
2020	1	8	0	0	9.704096307604267
2020	1	9	0	0	9.697527875480029
2020	1	10	0	0	9.692996910378552
2020	1	11	0	0	9.701677780424156
2020	1	12	0	0	9.704389563491125
2020	1	13	0	0	9.705673235555317
2020	1	14	0	0	9.695659596423287
2020	1	15	0	0	9.69282221524943
2020	1	16	0	0	9.70214789253902
2020	1	17	0	0	9.699293475760904
2020	1	18	0	0	9.701805065602397
2020	1	19	0	0	9.701164451072263
2020	1	20	0	0	9.704262758487598
2020	1	21	0	0	9.700889506577186
2020	1	22	0	0	9.711926861472678
2020	1	23	0	0	9.69917188906798
2020	1	24	0	0	9.685453322767188
2020	1	25	0	0	9.699533959418114
2020	1	26	0	0	9.712978953228609
2020	1	27	0	0	9.70616467894628
2020	1	28	0	0	9.700427789257182
2020	1	29	0	0	9.694649998350796
2020	1	30	0	0	9.696501560434664
2020	1	31	0	0	9.696092794268647
2020	2	1	0	0	9.708474852564176
2020	2	2	0	0	9.69753624296559
2020	2	3	0	0	9.700596319163353
2020	2	4	0	0	9.708936529890545
2020	2	5	0	0	9.694889187938168
2020	2	6	0	0	9.688274757758702
2020	2	7	0	0	9.691758125610392
2020	2	8	0	0	9.722675810252838
2020	2	9	0	0	9.721997418964039
2020	2	10	0	0	9.710519524851849
2020	2	11	0	0	9.709887867068366
2020	2	12	0	0	9.716671733130557
2020	2	13	0	0	9.717228660227613
2020	2	14	0	0	9.71753195641227
2020	2	15	0	0	9.708362907274726
2020	2	16	0	0	9.708380793556238
2020	2	17	0	0	9.718735650175303
2020	2	18	0	0	9.73583990229991
2020	2	19	0	0	9.718477677438278
2020	2	20	0	0	9.717038549289576
2020	2	21	0	0	9.724698422671842
2020	2	22	0	0	9.729039659829672
2020	2	23	0	0	9.716857948753802
2020	2	24	0	0	9.73110493660833
2020	2	25	0	0	9.735503987531649
2020	2	26	0	0	9.7395427687974
2020	2	27	0	0	9.737588823314978
2020	2	28	0	0	9.739330696232404
2020	2	29	0	0	9.743825377873529
2020	3	1	0	0	9.743213346269712
2020	3	2	0	0	9.732272823186099
2020	3	3	0	0	9.750534327166404
2020	3	4	0	0	9.746153911242905
2020	3	5	0	0	9.754174830421716
2020	3	6	0	0	9.74304687651117
2020	3	7	0	0	9.745383881850666
2020	3	8	0	0	9.753764776176093
2020	3	9	0	0	9.755701201871567
2020	3	10	0	0	9.755730646533403
2020	3	11	0	0	9.7732411735747
2020	3	12	0	0	9.762792519842968
2020	3	13	0	0	9.772239460638522
2020	3	14	0	0	9.777643560827297
2020	3	15	0	0	9.764234305351412
2020	3	16	0	0	9.790455354095162
2020	3	17	0	0	9.777792839323709
2020	3	18	0	0	9.79206924968739
2020	3	19	0	0	9.782110748886529
2020	3	20	0	0	9.791719609702339
2020	3	21	0	0	9.792254748209722
2020	3	22	0	0	9.806685181417398
2020	3	23	0	0	9.802633501113293
2020	3	24	0	0	9.79630592986722
2020	3	25	0	0	9.800498132271041
2020	3	26	0	0	9.804387038359481
2020	3	27	0	0	9.81394764318217
2020	3	28	0	0	9.812618287285908
2020	3	29	0	0	9.808117669940037
2020	3	30	0	0	9.824466354513653
2020	3	31	0	0	9.832217014987672
2020	4	1	0	0	9.815076433336527
2020	4	2	0	0	9.826384563203046
2020	4	3	0	0	9.82651447773106
2020	4	4	0	0	9.840853819224971
2020	4	5	0	0	9.83612104797355
2020	4	6	0	0	9.843886506366395
2020	4	7	0	0	9.851329442781395
2020	4	8	0	0	9.85155675763821
2020	4	9	0	0	9.842265421428396
2020	4	10	0	0	9.861565472278528
2020	4	11	0	0	9.852549012212862
2020	4	12	0	0	9.850258751185608
2020	4	13	0	0	9.867511205712132
2020	4	14	0	0	9.865936671014243
2020	4	15	0	0	9.878703564460505
2020	4	16	0	0	9.880064208673545
2020	4	17	0	0	9.874616374205376
2020	4	18	0	0	9.89036783057863
2020	4	19	0	0	9.881599370184821
2020	4	20	0	0	9.88849363543557
2020	4	21	0	0	9.887291065442744
2020	4	22	0	0	9.904335539010772
2020	4	23	0	0	9.89230201220993
2020	4	24	0	0	9.893365585743286
2020	4	25	0	0	9.904580268615339
2020	4	26	0	0	9.91930646698394
2020	4	27	0	0	9.920173777868609
2020	4	28	0	0	9.920932064450831
2020	4	29	0	0	9.92689163002103
2020	4	30	0	0	9.930054995930126
2020	5	1	0	0	9.927866921872036
2020	5	2	0	0	9.926513052204246
2020	5	3	0	0	9.938295858548393
2020	5	4	0	0	9.939614100866105
2020	5	5	0	0	9.93729350920264
2020	5	6	0	0	9.935929792649016
2020	5	7	0	0	9.95374947576194
2020	5	8	0	0	9.947575672962978
2020	5	9	0	0	9.961636998944584
2020	5	10	0	0	9.950640213582473
2020	5	11	0	0	9.952244010765499
2020	5	12	0	0	9.970410396179064
2020	5	13	0	0	9.959425041511135
2020	5	14	0	0	9.964544192115179
2020	5	15	0	0	9.97545059546409
2020	5	16	0	0	9.982383385040507
2020	5	17	0	0	9.972133967102852
2020	5	18	0	0	9.977782307117582
2020	5	19	0	0	9.987775767806909
2020	5	20	0	0	9.995270741475958
2020	5	21	0	0	9.993935730460986
2020	5	22	0	0	9.98674079039018
2020	5	23	0	0	9.985414865275606
2020	5	24	0	0	9.996144516448815
2020	5	25	0	0	9.999167105161584
2020	5	26	0	0	10.00776511019862
2020	5	27	0	0	10.005719060359677
2020	5	28	0	0	10.01749856122602
2020	5	29	0	0	10.020398055154983
2020	5	30	0	0	10.021802820162211
2020	5	31	0	0	10.009527805384481
2020	6	1	0	0	10.035259686518748
2020	6	2	0	0	10.029304510454628
2020	6	3	0	0	10.039252946028979
2020	6	4	0	0	10.02527702510221
2020	6	5	0	0	10.02001664563818
2020	6	6	0	0	10.038964033860244
2020	6	7	0	0	10.039677546386777
2020	6	8	0	0	10.03857217481672
2020	6	9	0	0	10.037024768887036
2020	6	10	0	0	10.053263533044568
2020	6	11	0	0	10.063115171228805
2020	6	12	0	0	10.0467178331721
2020	6	13	0	0	10.061248541468377
2020	6	14	0	0	10.038275004022362
2020	6	15	0	0	10.063230564550251
2020	6	16	0	0	10.059680733417533
2020	6	17	0	0	10.059998056887073
2020	6	18	0	0	10.05448234892797
2020	6	19	0	0	10.065167157523085
2020	6	20	0	0	10.073084975185687
2020	6	21	0	0	10.065632180385018
2020	6	22	0	0	10.084635077199176
2020	6	23	0	0	10.07904710214043
2020	6	24	0	0	10.074705265155496
2020	6	25	0	0	10.090273373828524
2020	6	26	0	0	10.076573706831436
2020	6	27	0	0	10.078078314612934
2020	6	28	0	0	10.081936756313084
2020	6	29	0	0	10.090096431322534
2020	6	30	0	0	10.085427820635697
2020	7	1	0	0	10.083443923271929
2020	7	2	0	0	10.08111096665672
2020	7	3	0	0	10.100835992739182
2020	7	4	0	0	10.09052733641516
2020	7	5	0	0	10.089391323244257
2020	7	6	0	0	10.097659240773515
2020	7	7	0	0	10.092538427901392
2020	7	8	0	0	10.094491899626862
2020	7	9	0	0	10.09861133016119
2020	7	10	0	0	10.092078870063522
2020	7	11	0	0	10.082871022231062
2020	7	12	0	0	10.09658974613508
2020	7	13	0	0	10.108290650854416
2020	7	14	0	0	10.099394893047053
2020	7	15	0	0	10.0860741121918
2020	7	16	0	0	10.0970796572257
2020	7	17	0	0	10.091167886062692
2020	7	18	0	0	10.092426994327216
2020	7	19	0	0	10.105162645794868
2020	7	20	0	0	10.099634207963696
2020	7	21	0	0	10.085962781450268
2020	7	22	0	0	10.111715984241924
2020	7	23	0	0	10.090837258142663
2020	7	24	0	0	10.098061922343442
2020	7	25	0	0	10.083812638228405
2020	7	26	0	0	10.091363498047325
2020	7	27	0	0	10.090509383667738
2020	7	28	0	0	10.084818169651372
2020	7	29	0	0	10.085429577327954
2020	7	30	0	0	10.083634571042714
2020	7	31	0	0	10.09707784913255
2020	8	1	0	0	10.093511365921438
2020	8	2	0	0	10.104045651902092
2020	8	3	0	0	10.09124761755042
2020	8	4	0	0	10.102260257329327
2020	8	5	0	0	10.112176296057251
2020	8	6	0	0	10.093505134742625
2020	8	7	0	0	10.087632125450364
2020	8	8	0	0	10.093741333961185
2020	8	9	0	0	10.089322651951319
2020	8	10	0	0	10.0846505464951
2020	8	11	0	0	10.090085446923029
2020	8	12	0	0	10.078425436447807
2020	8	13	0	0	10.079339362409474
2020	8	14	0	0	10.093164832840563
2020	8	15	0	0	10.094188112432002
2020	8	16	0	0	10.067472409048927
2020	8	17	0	0	10.092934859324991
2020	8	18	0	0	10.068524408753397
2020	8	19	0	0	10.095320027932276
2020	8	20	0	0	10.06192750440042
2020	8	21	0	0	10.09101207502362
2020	8	22	0	0	10.088754924050999
2020	8	23	0	0	10.076074257212452
2020	8	24	0	0	10.069851933896485
2020	8	25	0	0	10.080817860926105
2020	8	26	0	0	10.064778867308005
2020	8	27	0	0	10.071960060820729
2020	8	28	0	0	10.063354774976267
2020	8	29	0	0	10.063666323615191
2020	8	30	0	0	10.058449118105349
2020	8	31	0	0	10.06399751385953
2020	9	1	0	0	10.048032082105674
2020	9	2	0	0	10.058278073501691
2020	9	3	0	0	10.051083500756983
2020	9	4	0	0	10.039582087354269
2020	9	5	0	0	10.036216355495768
2020	9	6	0	0	10.050445731833372
2020	9	7	0	0	10.034370596476165
2020	9	8	0	0	10.03910542901692
2020	9	9	0	0	10.037040311505253
2020	9	10	0	0	10.036075415201136
2020	9	11	0	0	10.034563799812412
2020	9	12	0	0	10.03114215026647
2020	9	13	0	0	10.035809519603095
2020	9	14	0	0	10.015119930257049
2020	9	15	0	0	10.033637337863885
2020	9	16	0	0	10.027188154951007
2020	9	17	0	0	10.015648347846032
2020	9	18	0	0	10.013763382440215
2020	9	19	0	0	10.015730528132966
2020	9	20	0	0	10.01610815115041
2020	9	21	0	0	10.00689556304206
2020	9	22	0	0	10.006712720998209
2020	9	23	0	0	9.997619426263475
2020	9	24	0	0	9.996407572197478
2020	9	25	0	0	9.986786681439733
2020	9	26	0	0	9.990000341881375
2020	9	27	0	0	9.976275249373389
2020	9	28	0	0	9.98894444396907
2020	9	29	0	0	9.986371662021293
2020	9	30	0	0	9.972349507478139
2020	10	1	0	0	9.976332842206421
2020	10	2	0	0	9.958656761938922
2020	10	3	0	0	9.969001265144298
2020	10	4	0	0	9.95334004478349
2020	10	5	0	0	9.971829797821078
2020	10	6	0	0	9.948099324901303
2020	10	7	0	0	9.962906789923988
2020	10	8	0	0	9.95853272993698
2020	10	9	0	0	9.951096346432493
2020	10	10	0	0	9.948129803115592
2020	10	11	0	0	9.944348272543504
2020	10	12	0	0	9.94452604351807
2020	10	13	0	0	9.927099116455338
2020	10	14	0	0	9.93097901883067
2020	10	15	0	0	9.918771070710598
2020	10	16	0	0	9.926554389090667
2020	10	17	0	0	9.913348220125869
2020	10	18	0	0	9.917925789478618
2020	10	19	0	0	9.91404786410794
2020	10	20	0	0	9.909155824504014
2020	10	21	0	0	9.906633523559437
2020	10	22	0	0	9.908042543309762
2020	10	23	0	0	9.905174274483441
2020	10	24	0	0	9.895688895722412
2020	10	25	0	0	9.894645859829167
2020	10	26	0	0	9.897830285601856
2020	10	27	0	0	9.877950672876151
2020	10	28	0	0	9.873575591738007
2020	10	29	0	0	9.870622649380328
2020	10	30	0	0	9.877673832766112
2020	10	31	0	0	9.870033922981326
2020	11	1	0	0	9.874861603359662
2020	11	2	0	0	9.869029762311778
2020	11	3	0	0	9.857677400761265
2020	11	4	0	0	9.86546525464995
2020	11	5	0	0	9.860404717760595
2020	11	6	0	0	9.848238858214868
2020	11	7	0	0	9.844313557528432
2020	11	8	0	0	9.842976779762827
2020	11	9	0	0	9.832161516482392
2020	11	10	0	0	9.833159369561933
2020	11	11	0	0	9.846286431662097
2020	11	12	0	0	9.830539786720284
2020	11	13	0	0	9.826066344872379
2020	11	14	0	0	9.829867362701277
2020	11	15	0	0	9.823705008016924
2020	11	16	0	0	9.823706906980027
2020	11	17	0	0	9.821578316837783
2020	11	18	0	0	9.812525964733174
2020	11	19	0	0	9.80789524988616
2020	11	20	0	0	9.82038156930233
2020	11	21	0	0	9.807031682306249
2020	11	22	0	0	9.812299688909311
2020	11	23	0	0	9.788559081137219
2020	11	24	0	0	9.80639897096095
2020	11	25	0	0	9.789276083495018
2020	11	26	0	0	9.781649986267524
2020	11	27	0	0	9.78326429704923
2020	11	28	0	0	9.787216633462641
2020	11	29	0	0	9.77593496708502
2020	11	30	0	0	9.772835251542556
2020	12	1	0	0	9.77963961012142
2020	12	2	0	0	9.764625036438177
2020	12	3	0	0	9.769791619032011
2020	12	4	0	0	9.764105355366521
2020	12	5	0	0	9.755752550326399
2020	12	6	0	0	9.768587264977452
2020	12	7	0	0	9.767320173576813
2020	12	8	0	0	9.74701434867078
2020	12	9	0	0	9.76218113059659
2020	12	10	0	0	9.753177378197824
2020	12	11	0	0	9.747704222843199
2020	12	12	0	0	9.75571216752811
2020	12	13	0	0	9.732932570508098
2020	12	14	0	0	9.753348700682666
2020	12	15	0	0	9.740897521633803
2020	12	16	0	0	9.742915030749424
2020	12	17	0	0	9.733679523990967
2020	12	18	0	0	9.73916479866271
2020	12	19	0	0	9.730063081895985
2020	12	20	0	0	9.731354100362852
2020	12	21	0	0	9.720328661213067
2020	12	22	0	0	9.729129637457849
2020	12	23	0	0	9.713225476116852
2020	12	24	0	0	9.736653687361438
2020	12	25	0	0	9.732847615523841
2020	12	26	0	0	9.703825974648494
2020	12	27	0	0	9.71607451586981
2020	12	28	0	0	9.714799311144775
2020	12	29	0	0	9.722801318958439
2020	12	30	0	0	9.72099223342966
2020	12	31	0	0	9.701861404800601
2021	1	1	0	0	9.715071289285028
2021	1	2	0	0	9.698991601945435
2021	1	3	0	0	9.722800136297304
2021	1	4	0	0	9.72081673008815
2021	1	5	0	0	9.714383128862375
2021	1	6	0	0	9.718308598758753
2021	1	7	0	0	9.71779242935126
2021	1	8	0	0	9.700325462704056
2021	1	9	0	0	9.706309488826172
2021	1	10	0	0	9.695784546178487
2021	1	11	0	0	9.699654557817455
2021	1	12	0	0	9.716347917228617
2021	1	13	0	0	9.705381815183728
2021	1	14	0	0	9.70333734823526
2021	1	15	0	0	9.68964115596992
2021	1	16	0	0	9.699499426211096
2021	1	17	0	0	9.69563982941472
2021	1	18	0	0	9.689499212581747
2021	1	19	0	0	9.709647043704182
2021	1	20	0	0	9.712507654460985
2021	1	21	0	0	9.70873386543712
2021	1	22	0	0	9.691740333476796
2021	1	23	0	0	9.704512863281161
2021	1	24	0	0	9.69614108856513
2021	1	25	0	0	9.702916175270467
2021	1	26	0	0	9.708374031075394
2021	1	27	0	0	9.69872289870519
2021	1	28	0	0	9.700234694541361
2021	1	29	0	0	9.696325487031118
2021	1	30	0	0	9.715386042623189
2021	1	31	0	0	9.704136994173131
2021	2	1	0	0	9.713825470533086
2021	2	2	0	0	9.70111762608129
2021	2	3	0	0	9.697264870963894
2021	2	4	0	0	9.697911208358729
2021	2	5	0	0	9.711902625491064
2021	2	6	0	0	9.69553483566262
2021	2	7	0	0	9.699473737493257
2021	2	8	0	0	9.710299918601617
2021	2	9	0	0	9.705057921383787
2021	2	10	0	0	9.711647021686446
2021	2	11	0	0	9.699188872861765
2021	2	12	0	0	9.713794438980385
2021	2	13	0	0	9.720005686532199
2021	2	14	0	0	9.723859058526676
2021	2	15	0	0	9.709595119351109
2021	2	16	0	0	9.710986318497504
2021	2	17	0	0	9.716895043018958
2021	2	18	0	0	9.716053349272077
2021	2	19	0	0	9.720379994011337
2021	2	20	0	0	9.72067507662279
2021	2	21	0	0	9.735540586570355
2021	2	22	0	0	9.730734252047124
2021	2	23	0	0	9.722721169382428
2021	2	24	0	0	9.719852885066375
2021	2	25	0	0	9.726756486582083
2021	2	26	0	0	9.725361303813319
2021	2	27	0	0	9.721512839565086
2021	2	28	0	0	9.74051787977652
2021	3	1	0	0	9.742277959057496
2021	3	2	0	0	9.741495952502497
2021	3	3	0	0	9.745321732319544
2021	3	4	0	0	9.74235757645491
2021	3	5	0	0	9.756349317577618
2021	3	6	0	0	9.754394400628618
2021	3	7	0	0	9.760630224317978
2021	3	8	0	0	9.758051891981555
2021	3	9	0	0	9.76946738801095
2021	3	10	0	0	9.768991380873915
2021	3	11	0	0	9.756951210524063
2021	3	12	0	0	9.77077779302886
2021	3	13	0	0	9.762410559328371
2021	3	14	0	0	9.770121914856912
2021	3	15	0	0	9.78344131183024
2021	3	16	0	0	9.789257413508139
2021	3	17	0	0	9.784982298220731
2021	3	18	0	0	9.785895318185235
2021	3	19	0	0	9.781570966590968
2021	3	20	0	0	9.798728605802566
2021	3	21	0	0	9.78596577595919
2021	3	22	0	0	9.797942645023207
2021	3	23	0	0	9.800050513701173
2021	3	24	0	0	9.794969274572924
2021	3	25	0	0	9.790379138098492
2021	3	26	0	0	9.815495079746725
2021	3	27	0	0	9.801255007672939
2021	3	28	0	0	9.808795461235857
2021	3	29	0	0	9.81446726739655
2021	3	30	0	0	9.810058735712609
2021	3	31	0	0	9.816153043817517
2021	4	1	0	0	9.830941615210582
2021	4	2	0	0	9.816274588540844
2021	4	3	0	0	9.840111911784524
2021	4	4	0	0	9.845211642579136
2021	4	5	0	0	9.835120671075176
2021	4	6	0	0	9.831575644730613
2021	4	7	0	0	9.849267152316541
2021	4	8	0	0	9.84192704887591
2021	4	9	0	0	9.848554055233036
2021	4	10	0	0	9.862458527352066
2021	4	11	0	0	9.86968713773835
2021	4	12	0	0	9.867272580481226
2021	4	13	0	0	9.86015988695912
2021	4	14	0	0	9.87236602875222
2021	4	15	0	0	9.876599475037617
2021	4	16	0	0	9.873537388533398
2021	4	17	0	0	9.881451027528405
2021	4	18	0	0	9.872116996222854
2021	4	19	0	0	9.878945444609139
2021	4	20	0	0	9.889073299687174
2021	4	21	0	0	9.88529665314582
2021	4	22	0	0	9.888718088162536
2021	4	23	0	0	9.905788805536188
2021	4	24	0	0	9.9122556824867
2021	4	25	0	0	9.907310011578682
2021	4	26	0	0	9.915922501809789
2021	4	27	0	0	9.922917942344778
2021	4	28	0	0	9.909496267284776
2021	4	29	0	0	9.91785290973593
2021	4	30	0	0	9.920880641344775
2021	5	1	0	0	9.917325697469781
2021	5	2	0	0	9.934092150625178
2021	5	3	0	0	9.93188163743586
2021	5	4	0	0	9.935329611446356
2021	5	5	0	0	9.934295440421414
2021	5	6	0	0	9.93885182540651
2021	5	7	0	0	9.956375012512382
2021	5	8	0	0	9.939875311347594
2021	5	9	0	0	9.946930140962264
2021	5	10	0	0	9.951238706291745
2021	5	11	0	0	9.957694130323992
2021	5	12	0	0	9.967898435935298
2021	5	13	0	0	9.965827003854889
2021	5	14	0	0	9.95960919890165
2021	5	15	0	0	9.970471788035596
2021	5	16	0	0	9.982362393483243
2021	5	17	0	0	9.978489820837163
2021	5	18	0	0	9.982769743683685
2021	5	19	0	0	9.990299140038253
2021	5	20	0	0	9.99656980898636
2021	5	21	0	0	9.980377625970089
2021	5	22	0	0	9.996209382419975
2021	5	23	0	0	10.002159631579973
2021	5	24	0	0	10.001203863052057
2021	5	25	0	0	10.007936837414587
2021	5	26	0	0	10.001653783902107
2021	5	27	0	0	10.019100703542163
2021	5	28	0	0	10.017414367520205
2021	5	29	0	0	10.016856974558275
2021	5	30	0	0	10.029447232643214
2021	5	31	0	0	10.018190523056921
2021	6	1	0	0	10.034146105588835
2021	6	2	0	0	10.028707497665055
2021	6	3	0	0	10.031927234148482
2021	6	4	0	0	10.031471012167879
2021	6	5	0	0	10.031343244662958
2021	6	6	0	0	10.03506838161738
2021	6	7	0	0	10.050968609491859
2021	6	8	0	0	10.04882251744656
2021	6	9	0	0	10.041217222412087
2021	6	10	0	0	10.040111435217298
2021	6	11	0	0	10.036911000764766
2021	6	12	0	0	10.037587268821715
2021	6	13	0	0	10.06187050877139
2021	6	14	0	0	10.054512212091124
2021	6	15	0	0	10.055062002055982
2021	6	16	0	0	10.059999046528349
2021	6	17	0	0	10.056540332551608
2021	6	18	0	0	10.066080253860614
2021	6	19	0	0	10.065570227062462
2021	6	20	0	0	10.074249382082668
2021	6	21	0	0	10.082115190395642
2021	6	22	0	0	10.074068981815046
2021	6	23	0	0	10.067179977599624
2021	6	24	0	0	10.08510706839986
2021	6	25	0	0	10.092560187110534
2021	6	26	0	0	10.08632865723302
2021	6	27	0	0	10.096276540049633
2021	6	28	0	0	10.095406514459324
2021	6	29	0	0	10.08707701550346
2021	6	30	0	0	10.078646716452798
2021	7	1	0	0	10.089318494898274
2021	7	2	0	0	10.094300966043502
2021	7	3	0	0	10.081086153241026
2021	7	4	0	0	10.090237117968552
2021	7	5	0	0	10.106445391527316
2021	7	6	0	0	10.096535769632478
2021	7	7	0	0	10.093251841257139
2021	7	8	0	0	10.09531438211015
2021	7	9	0	0	10.108081714709096
2021	7	10	0	0	10.098997599607314
2021	7	11	0	0	10.083965351194799
2021	7	12	0	0	10.092193922786558
2021	7	13	0	0	10.099063974275541
2021	7	14	0	0	10.09921046731211
2021	7	15	0	0	10.110696795611466
2021	7	16	0	0	10.104160668196103
2021	7	17	0	0	10.098847101526184
2021	7	18	0	0	10.091756198624081
2021	7	19	0	0	10.109492794635235
2021	7	20	0	0	10.092596488590448
2021	7	21	0	0	10.100832570771686
2021	7	22	0	0	10.097079578059969
2021	7	23	0	0	10.10545151775743
2021	7	24	0	0	10.113746726619365
2021	7	25	0	0	10.08129580076226
2021	7	26	0	0	10.09520310966882
2021	7	27	0	0	10.099503209459751
2021	7	28	0	0	10.082636689735692
2021	7	29	0	0	10.107590344433296
2021	7	30	0	0	10.098206280987936
2021	7	31	0	0	10.111092345133898
2021	8	1	0	0	10.110053408813247
2021	8	2	0	0	10.10974573590091
2021	8	3	0	0	10.097185155212493
2021	8	4	0	0	10.08770347185724
2021	8	5	0	0	10.09555361093432
2021	8	6	0	0	10.092131378854035
2021	8	7	0	0	10.095766674559052
2021	8	8	0	0	10.073912413968793
2021	8	9	0	0	10.10110686837733
2021	8	10	0	0	10.09857598706411
2021	8	11	0	0	10.083137524956745
2021	8	12	0	0	10.091500783303449
2021	8	13	0	0	10.096210894584477
2021	8	14	0	0	10.089475718132743
2021	8	15	0	0	10.079035428351311
2021	8	16	0	0	10.093528764658691
2021	8	17	0	0	10.074023045898471
2021	8	18	0	0	10.095168363242122
2021	8	19	0	0	10.081163578087816
2021	8	20	0	0	10.0771721823697
2021	8	21	0	0	10.075775454324194
2021	8	22	0	0	10.064024255748867
2021	8	23	0	0	10.089011649097388
2021	8	24	0	0	10.072009603546237
2021	8	25	0	0	10.068402873901706
2021	8	26	0	0	10.061726097926519
2021	8	27	0	0	10.064668503265608
2021	8	28	0	0	10.065277651963052
2021	8	29	0	0	10.065192197872166
2021	8	30	0	0	10.049663289121918
2021	8	31	0	0	10.049110984502498
2021	9	1	0	0	10.055929543814457
2021	9	2	0	0	10.04835033513448
2021	9	3	0	0	10.055551595421287
2021	9	4	0	0	10.057767204468023
2021	9	5	0	0	10.049636835578815
2021	9	6	0	0	10.045996549415582
2021	9	7	0	0	10.051947347948028
2021	9	8	0	0	10.044599583297039
2021	9	9	0	0	10.031428027001393
2021	9	10	0	0	10.031919658624274
2021	9	11	0	0	10.025890401284842
2021	9	12	0	0	10.022494712402725
2021	9	13	0	0	10.014892757339577
2021	9	14	0	0	10.022466111327361
2021	9	15	0	0	10.01977054977685
2021	9	16	0	0	10.018695664677585
2021	9	17	0	0	10.011170747485865
2021	9	18	0	0	10.017979775782536
2021	9	19	0	0	10.01209276657081
2021	9	20	0	0	10.01142171736037
2021	9	21	0	0	9.99794584272897
2021	9	22	0	0	10.01088574910639
2021	9	23	0	0	9.996277339539857
2021	9	24	0	0	9.987557614783789
2021	9	25	0	0	10.002642046686574
2021	9	26	0	0	9.987831685930713
2021	9	27	0	0	9.988268501459563
2021	9	28	0	0	9.986110768180485
2021	9	29	0	0	9.98591667818782
2021	9	30	0	0	9.97083759651854
2021	10	1	0	0	9.968554992229599
2021	10	2	0	0	9.964987530924777
2021	10	3	0	0	9.96024511611023
2021	10	4	0	0	9.971779117128808
2021	10	5	0	0	9.956574586355424
2021	10	6	0	0	9.95888666123459
2021	10	7	0	0	9.957526550511274
2021	10	8	0	0	9.956970577180616
2021	10	9	0	0	9.94656953256587
2021	10	10	0	0	9.943949247701555
2021	10	11	0	0	9.948440474363371
2021	10	12	0	0	9.94017900158961
2021	10	13	0	0	9.939482129442126
2021	10	14	0	0	9.936902311840157
2021	10	15	0	0	9.93169797151712
2021	10	16	0	0	9.916837454513912
2021	10	17	0	0	9.92157406781936
2021	10	18	0	0	9.908026045222583
2021	10	19	0	0	9.916473091249362
2021	10	20	0	0	9.918699813163137
2021	10	21	0	0	9.906522662722992
2021	10	22	0	0	9.901319092258477
2021	10	23	0	0	9.889941118881486
2021	10	24	0	0	9.904926659822161
2021	10	25	0	0	9.88407263545841
2021	10	26	0	0	9.879732048619996
2021	10	27	0	0	9.880345338295184
2021	10	28	0	0	9.873161606223169
2021	10	29	0	0	9.877202419417449
2021	10	30	0	0	9.876572462665147
2021	10	31	0	0	9.867983121139586
2021	11	1	0	0	9.85944939323554
2021	11	2	0	0	9.855732449011196
2021	11	3	0	0	9.859308036351777
2021	11	4	0	0	9.849563028893451
