YYYY	MM	DD	hh	mm	PET
2023	6	15	0	0	5.0
2023	6	16	0	0	5.5
2023	6	17	0	0	5.4
2023	6	18	0	0	5.7
2023	6	19	0	0	5.8
2023	6	20	0	0	6.7
2023	6	21	0	0	4.3
2023	6	22	0	0	4.4
2023	6	23	0	0	5.0
2023	6	24	0	0	6.4
2023	6	25	0	0	6.2
2023	6	26	0	0	5.4
2023	6	27	0	0	4.8
2023	6	28	0	0	4.6
2023	6	29	0	0	4.9
2023	6	30	0	0	2.2
2023	7	1	0	0	3.7
2023	7	2	0	0	5.1
2023	7	3	0	0	5.4
2023	7	4	0	0	4.2
2023	7	5	0	0	6.1
2023	7	6	0	0	5.0
2023	7	7	0	0	5.9
2023	7	8	0	0	6.4
2023	7	9	0	0	6.4
2023	7	10	0	0	5.5
2023	7	11	0	0	6.4
2023	7	12	0	0	5.0
2023	7	13	0	0	4.6
2023	7	14	0	0	4.9
2023	7	15	0	0	5.8
2023	7	16	0	0	5.5
2023	7	17	0	0	5.4
2023	7	18	0	0	2.9
2023	7	19	0	0	6.1
2023	7	20	0	0	5.0
2023	7	21	0	0	3.1
2023	7	22	0	0	5.7
2023	7	23	0	0	4.3
2023	7	24	0	0	3.1
2023	7	25	0	0	2.8
2023	7	26	0	0	3.2
2023	7	27	0	0	3.9
2023	7	28	0	0	2.4
2023	7	29	0	0	3.4
2023	7	30	0	0	3.5
2023	7	31	0	0	4.4
2023	8	1	0	0	3.3
2023	8	2	0	0	4.3
2023	8	3	0	0	4.2
2023	8	4	0	0	2.1
2023	8	5	0	0	3.8
2023	8	6	0	0	3.0
2023	8	7	0	0	2.9
2023	8	8	0	0	3.2
2023	8	9	0	0	2.3
2023	8	10	0	0	4.1
2023	8	11	0	0	4.3
2023	8	12	0	0	3.2
2023	8	13	0	0	4.0
2023	8	14	0	0	3.8
2023	8	15	0	0	4.6
2023	8	16	0	0	4.1
2023	8	17	0	0	3.3
2023	8	18	0	0	4.4
2023	8	19	0	0	5.1
2023	8	20	0	0	4.4
2023	8	21	0	0	4.3
2023	8	22	0	0	4.6
2023	8	23	0	0	4.1
2023	8	24	0	0	4.5
2023	8	25	0	0	3.0
2023	8	26	0	0	1.4
2023	8	27	0	0	1.4
2023	8	28	0	0	0.8
2023	8	29	0	0	1.6
2023	8	30	0	0	2.5
2023	8	31	0	0	2.9
2023	9	1	0	0	3.8
2023	9	2	0	0	3.5
2023	9	3	0	0	2.9
2023	9	4	0	0	3.7
2023	9	5	0	0	3.6
2023	9	6	0	0	3.2
2023	9	7	0	0	3.1
2023	9	8	0	0	3.3
2023	9	9	0	0	3.4
2023	9	10	0	0	3.1
2023	9	11	0	0	3.5
2023	9	12	0	0	4.4
2023	9	13	0	0	1.7
2023	9	14	0	0	1.9
2023	9	15	0	0	2.6
2023	9	16	0	0	1.9
2023	9	17	0	0	3.1
2023	9	18	0	0	2.1
2023	9	19	0	0	3.1
2023	9	20	0	0	2.8
2023	9	21	0	0	2.8
2023	9	22	0	0	2.5
2023	9	23	0	0	1.4
2023	9	24	0	0	2.2
2023	9	25	0	0	2.2
2023	9	26	0	0	1.9
2023	9	27	0	0	2.1
2023	9	28	0	0	2.5
2023	9	29	0	0	2.8
2023	9	30	0	0	1.6
2023	10	1	0	0	2.0
2023	10	2	0	0	2.3
2023	10	3	0	0	2.2
2023	10	4	0	0	1.6
2023	10	5	0	0	1.3
2023	10	6	0	0	1.4
2023	10	7	0	0	1.6
2023	10	8	0	0	1.7
2023	10	9	0	0	1.7
2023	10	10	0	0	1.8
2023	10	11	0	0	2.8
2023	10	12	0	0	3.5
2023	10	13	0	0	3.4
2023	10	14	0	0	1.3
2023	10	15	0	0	1.2
2023	10	16	0	0	1.3
2023	10	17	0	0	1.1
2023	10	18	0	0	0.3
2023	10	19	0	0	0.7
2023	10	20	0	0	1.6
2023	10	21	0	0	1.6
2023	10	22	0	0	1.5
2023	10	23	0	0	0.4
2023	10	24	0	0	0.7
2023	10	25	0	0	1.3
2023	10	26	0	0	1.4
2023	10	27	0	0	2.0
2023	10	28	0	0	1.3
2023	10	29	0	0	1.3
2023	10	30	0	0	0.9
2023	10	31	0	0	1.1
2023	11	1	0	0	1.5
2023	11	2	0	0	1.7
2023	11	3	0	0	0.9
2023	11	4	0	0	1.6
2023	11	5	0	0	1.5
2023	11	6	0	0	1.4
2023	11	7	0	0	1.1
2023	11	8	0	0	1.0
2023	11	9	0	0	1.1
2023	11	10	0	0	1.9
2023	11	11	0	0	0.9
2023	11	12	0	0	0.5
2023	11	13	0	0	1.6
2023	11	14	0	0	1.5
2023	11	15	0	0	1.3
2023	11	16	0	0	0.6
2023	11	17	0	0	0.4
2023	11	18	0	0	0.6
2023	11	19	0	0	1.5
2023	11	20	0	0	1.2
2023	11	21	0	0	0.4
2023	11	22	0	0	0.4
2023	11	23	0	0	0.5
2023	11	24	0	0	0.8
2023	11	25	0	0	0.5
2023	11	26	0	0	0.5
2023	11	27	0	0	0.7
2023	11	28	0	0	0.3
2023	11	29	0	0	0.7
2023	11	30	0	0	0.0
2023	12	1	0	0	0.0
2023	12	2	0	0	0.0
2023	12	3	0	0	0.2
2023	12	4	0	0	0.1
2023	12	5	0	0	1.1
2023	12	6	0	0	0.6
2023	12	7	0	0	0.2
2023	12	8	0	0	0.4
2023	12	9	0	0	0.9
2023	12	10	0	0	1.1
2023	12	11	0	0	0.8
2023	12	12	0	0	1.1
2023	12	13	0	0	1.4
2023	12	14	0	0	0.3
2023	12	15	0	0	0.3
2023	12	16	0	0	0.3
2023	12	17	0	0	0.1
2023	12	18	0	0	0.3
2023	12	19	0	0	0.7
2023	12	20	0	0	0.9
2023	12	21	0	0	0.6
2023	12	22	0	0	0.9
2023	12	23	0	0	0.6
2023	12	24	0	0	1.1
2023	12	25	0	0	1.3
2023	12	26	0	0	0.8
2023	12	27	0	0	0.5
2023	12	28	0	0	1.7
2023	12	29	0	0	0.9
2023	12	30	0	0	0.8
2023	12	31	0	0	0.9
