YYYY	MM	DD	hh	mm	PREC
2023	6	19	0	0	8.52
2023	6	20	0	0	0.23
2023	6	21	0	0	5.34
2023	6	22	0	0	9.19
2023	6	23	0	0	3.71
2023	6	24	0	0	0.0
2023	6	25	0	0	0.0
2023	6	26	0	0	0.0
2023	6	27	0	0	0.0
2023	6	28	0	0	0.0
2023	6	29	0	0	0.0
2023	6	30	0	0	20.94
2023	7	1	0	0	1.04
2023	7	2	0	0	0.0
2023	7	3	0	0	0.43
2023	7	4	0	0	1.38
2023	7	5	0	0	6.5
2023	7	6	0	0	0.0
2023	7	7	0	0	0.0
2023	7	8	0	0	2.78
2023	7	9	0	0	0.0
2023	7	10	0	0	2.64
2023	7	11	0	0	20.34
2023	7	12	0	0	0.1
2023	7	13	0	0	0.0
2023	7	14	0	0	0.0
2023	7	15	0	0	21.63
2023	7	16	0	0	0.63
2023	7	17	0	0	0.0
2023	7	18	0	0	1.02
2023	7	19	0	0	0.0
2023	7	20	0	0	0.0
2023	7	21	0	0	0.24
2023	7	22	0	0	0.0
2023	7	23	0	0	0.13
2023	7	24	0	0	15.57
2023	7	25	0	0	13.65
2023	7	26	0	0	0.16
2023	7	27	0	0	0.17
2023	7	28	0	0	4.6
2023	7	29	0	0	1.75
2023	7	30	0	0	0.0
2023	7	31	0	0	2.2
2023	8	1	0	0	14.77
2023	8	2	0	0	13.52
2023	8	3	0	0	0.0
2023	8	4	0	0	3.65
2023	8	5	0	0	0.0
2023	8	6	0	0	14.2
2023	8	7	0	0	0.92
2023	8	8	0	0	0.28
2023	8	9	0	0	0.39
2023	8	10	0	0	0.0
2023	8	11	0	0	0.0
2023	8	12	0	0	1.46
2023	8	13	0	0	10.82
2023	8	14	0	0	2.74
2023	8	15	0	0	0.0
2023	8	16	0	0	0.0
2023	8	17	0	0	0.0
2023	8	18	0	0	0.0
2023	8	19	0	0	0.0
2023	8	20	0	0	0.0
2023	8	21	0	0	0.0
2023	8	22	0	0	0.0
2023	8	23	0	0	0.0
2023	8	24	0	0	38.06
2023	8	25	0	0	13.68
2023	8	26	0	0	1.63
2023	8	27	0	0	5.19
2023	8	28	0	0	4.53
2023	8	29	0	0	4.04
2023	8	30	0	0	3.26
2023	8	31	0	0	0.0
2023	9	1	0	0	0.24
2023	9	2	0	0	0.0
2023	9	3	0	0	0.0
2023	9	4	0	0	0.0
2023	9	5	0	0	0.0
2023	9	6	0	0	0.0
2023	9	7	0	0	0.0
2023	9	8	0	0	0.0
2023	9	9	0	0	0.0
2023	9	10	0	0	0.0
2023	9	11	0	0	0.0
2023	9	12	0	0	1.86
2023	9	13	0	0	1.57
2023	9	14	0	0	0.0
2023	9	15	0	0	0.0
2023	9	16	0	0	0.0
2023	9	17	0	0	0.0
2023	9	18	0	0	19.55
2023	9	19	0	0	0.35
2023	9	20	0	0	0.0
2023	9	21	0	0	8.03
2023	9	22	0	0	3.1
2023	9	23	0	0	0.49
2023	9	24	0	0	0.0
2023	9	25	0	0	0.0
2023	9	26	0	0	0.0
2023	9	27	0	0	0.0
2023	9	28	0	0	0.0
2023	9	29	0	0	0.0
2023	9	30	0	0	0.0
2023	10	1	0	0	0.0
2023	10	2	0	0	0.0
2023	10	3	0	0	4.34
2023	10	4	0	0	0.0
2023	10	5	0	0	0.0
2023	10	6	0	0	0.0
2023	10	7	0	0	0.0
2023	10	8	0	0	0.0
2023	10	9	0	0	0.0
2023	10	10	0	0	0.0
2023	10	11	0	0	0.0
2023	10	12	0	0	0.0
2023	10	13	0	0	0.0
2023	10	14	0	0	7.01
2023	10	15	0	0	1.4
2023	10	16	0	0	0.0
2023	10	17	0	0	0.0
2023	10	18	0	0	2.67
2023	10	19	0	0	3.62
2023	10	20	0	0	7.82
2023	10	21	0	0	0.82
2023	10	22	0	0	0.0
2023	10	23	0	0	0.66
2023	10	24	0	0	15.4
2023	10	25	0	0	6.33
2023	10	26	0	0	17.92
2023	10	27	0	0	7.35
2023	10	28	0	0	0.0
2023	10	29	0	0	0.0
2023	10	30	0	0	11.45
2023	10	31	0	0	0.84
2023	11	1	0	0	0.19
2023	11	2	0	0	6.91
2023	11	3	0	0	0.64
2023	11	4	0	0	2.04
2023	11	5	0	0	0.52
2023	11	6	0	0	1.81
2023	11	7	0	0	1.71
2023	11	8	0	0	0.0
2023	11	9	0	0	1.53
2023	11	10	0	0	5.21
2023	11	11	0	0	2.83
2023	11	12	0	0	9.45
2023	11	13	0	0	22.32
2023	11	14	0	0	21.78
2023	11	15	0	0	1.4
2023	11	16	0	0	17.03
2023	11	17	0	0	14.62
2023	11	18	0	0	5.36
2023	11	19	0	0	3.62
2023	11	20	0	0	1.54
2023	11	21	0	0	4.92
2023	11	22	0	0	0.67
2023	11	23	0	0	0.0
2023	11	24	0	0	2.63
2023	11	25	0	0	2.52
2023	11	26	0	0	0.73
2023	11	27	0	0	6.58
2023	11	28	0	0	2.6
2023	11	29	0	0	0.0
2023	11	30	0	0	10.58
2023	12	1	0	0	9.87
2023	12	2	0	0	2.98
2023	12	3	0	0	0.0
2023	12	4	0	0	1.95
2023	12	5	0	0	4.16
2023	12	6	0	0	2.55
2023	12	7	0	0	0.0
2023	12	8	0	0	4.95
2023	12	9	0	0	5.68
2023	12	10	0	0	0.0
2023	12	11	0	0	0.84
2023	12	12	0	0	21.31
2023	12	13	0	0	10.35
2023	12	14	0	0	7.42
2023	12	15	0	0	0.0
2023	12	16	0	0	0.0
2023	12	17	0	0	0.0
2023	12	18	0	0	0.0
2023	12	19	0	0	0.0
2023	12	20	0	0	6.77
2023	12	21	0	0	2.85
2023	12	22	0	0	6.91
2023	12	23	0	0	0.05
2023	12	24	0	0	0.0
2023	12	25	0	0	0.0
2023	12	26	0	0	0.0
2023	12	27	0	0	0.0
2023	12	28	0	0	2.47
2023	12	29	0	0	0.14
2023	12	30	0	0	0.0
2023	12	31	0	0	0.0
