YYYY	MM	DD	hh	mm	PET	R_R0
1997	2	14	0	0	0.4243012426386522	0
1997	2	15	0	0	0.19176318963046807	0
1997	2	16	0	0	0.750837702274563	0
1997	2	17	0	0	1.2894726964437466	0
1997	2	18	0	0	0.6517668112244395	0
1997	2	19	0	0	1.4313237632134659	0
1997	2	20	0	0	0.9272934495271987	0
1997	2	21	0	0	2.038641131475867	0
1997	2	22	0	0	2.093331982190752	0
1997	2	23	0	0	1.8473591059170373	0
1997	2	24	0	0	1.376281118426344	0
1997	2	25	0	0	0.5032700937319043	0
1997	2	26	0	0	0.22760455827443998	0
1997	2	27	0	0	0.5887844047262791	0
1997	2	28	0	0	2.086327703498725	0
1997	3	1	0	0	2.005629578636894	0
1997	3	2	0	0	2.687104485808696	0
1997	3	3	0	0	1.8165966605414794	0
1997	3	4	0	0	2.025731744001191	0
1997	3	5	0	0	1.141060244339009	0
1997	3	6	0	0	1.0064116763716535	0
1997	3	7	0	0	0.6600933118844291	0
1997	3	8	0	0	2.1402491280634486	0
1997	3	9	0	0	1.679920672988624	0
1997	3	10	0	0	2.835363861194923	0
1997	3	11	0	0	2.8273290196268217	0
1997	3	12	0	0	2.713606816937099	0
1997	3	13	0	0	2.1345485005656433	0
1997	3	14	0	0	2.362202865985856	0
1997	3	15	0	0	1.0063218381218317	0
1997	3	16	0	0	1.5321426812042103	0
1997	3	17	0	0	1.9328361935067018	0
1997	3	18	0	0	2.9451174158355666	0
1997	3	19	0	0	0.974848967072888	0
1997	3	20	0	0	0.5882943932906547	0
1997	3	21	0	0	1.0154334866524026	0
1997	3	22	0	0	1.9645202784959337	0
1997	3	23	0	0	1.5446717052389514	0
1997	3	24	0	0	1.2160025918922917	0
1997	3	25	0	0	0.9841530716342934	0
1997	3	26	0	0	2.8038499658624567	0
1997	3	27	0	0	2.160212586575901	0
1997	3	28	0	0	0.5403198235651292	0
1997	3	29	0	0	1.2402449434196061	0
1997	3	30	0	0	1.7953751114377685	0
1997	3	31	0	0	3.227890322152451	0
1997	4	1	0	0	3.850486562545849	0
1997	4	2	0	0	3.9232045249788934	0
1997	4	3	0	0	3.5525825438295033	0
1997	4	4	0	0	0.6465305212109289	0
1997	4	5	0	0	0.9233306914644155	0
1997	4	6	0	0	1.1521675052508527	0
1997	4	7	0	0	3.607729278590654	0
1997	4	8	0	0	3.6993868375256764	0
1997	4	9	0	0	4.129882833889242	0
1997	4	10	0	0	3.295951760865771	0
1997	4	11	0	0	3.836571536732015	0
1997	4	12	0	0	2.6681695032974906	0
1997	4	13	0	0	3.753432864662277	0
1997	4	14	0	0	4.100489836595909	0
1997	4	15	0	0	1.5635513207636649	0
1997	4	16	0	0	2.186703530247735	0
1997	4	17	0	0	3.506498211515686	0
1997	4	18	0	0	4.141153967879102	0
1997	4	19	0	0	4.067925003743039	0
1997	4	20	0	0	0.8846327124871911	0
1997	4	21	0	0	2.335482738538306	0
1997	4	22	0	0	2.9819733779018933	0
1997	4	23	0	0	4.019066082009576	0
1997	4	24	0	0	4.618235542060532	0
1997	4	25	0	0	4.500979003584369	0
1997	4	26	0	0	1.3264967713861262	0
1997	4	27	0	0	1.0508212528899012	0
1997	4	28	0	0	3.040378632216436	0
1997	4	29	0	0	1.3698961906536433	0
1997	4	30	0	0	0.8706659244954098	0
1997	5	1	0	0	3.0769001289463134	0
1997	5	2	0	0	5.167865526289354	0
1997	5	3	0	0	5.637383837706098	0
1997	5	4	0	0	4.229876502676739	0
1997	5	5	0	0	2.0219349025486197	0
1997	5	6	0	0	1.5211551185917962	0
1997	5	7	0	0	2.8114788695215243	0
1997	5	8	0	0	1.835996610994051	0
1997	5	9	0	0	2.116919915003181	0
1997	5	10	0	0	3.7992381978997254	0
1997	5	11	0	0	5.1039980285473785	0
1997	5	12	0	0	1.5529351429986409	0
1997	5	13	0	0	3.297894587275876	0
1997	5	14	0	0	2.689541127632559	0
1997	5	15	0	0	5.6035321653261025	0
1997	5	16	0	0	4.999157357181075	0
1997	5	17	0	0	5.541963812658038	0
1997	5	18	0	0	2.3266814397388274	0
1997	5	19	0	0	5.417621719460549	0
1997	5	20	0	0	1.479106735243262	0
1997	5	21	0	0	2.997672115421593	0
1997	5	22	0	0	2.744884365428838	0
1997	5	23	0	0	3.5865050601867114	0
1997	5	24	0	0	1.0509931782678064	0
1997	5	25	0	0	4.832686179662875	0
1997	5	26	0	0	5.439298358679915	0
1997	5	27	0	0	6.19434132053531	0
1997	5	28	0	0	4.111850219312891	0
1997	5	29	0	0	5.5374910141935825	0
1997	5	30	0	0	5.997570257253814	0
1997	5	31	0	0	5.746151492376463	0
1997	6	1	0	0	1.8254677590312558	0
1997	6	2	0	0	2.3739777559171102	0
1997	6	3	0	0	2.719412434660261	0
1997	6	4	0	0	6.155541690580358	0
1997	6	5	0	0	4.459751454985575	0
1997	6	6	0	0	3.5985898714059696	0
1997	6	7	0	0	6.044753000942723	0
1997	6	8	0	0	4.830534502891872	0
1997	6	9	0	0	6.026172609693179	0
1997	6	10	0	0	6.505352715400556	0
1997	6	11	0	0	4.056991611569139	0
1997	6	12	0	0	4.005005843548357	0
1997	6	13	0	0	3.8779003078572876	0
1997	6	14	0	0	2.832070565060951	0
1997	6	15	0	0	4.990169155683409	0
1997	6	16	0	0	4.631794000969518	0
1997	6	17	0	0	3.7924543333696725	0
1997	6	18	0	0	2.9327014679421235	0
1997	6	19	0	0	0.9355958600170167	0
1997	6	20	0	0	3.6807295236915807	0
1997	6	21	0	0	1.4930087238357697	0
1997	6	22	0	0	2.216641633332912	0
1997	6	23	0	0	2.2218948689199953	0
1997	6	24	0	0	2.0444988015461263	0
1997	6	25	0	0	2.7679784233366593	0
1997	6	26	0	0	1.904061932114732	0
1997	6	27	0	0	0.7068446969894052	0
1997	6	28	0	0	3.701858670442427	0
1997	6	29	0	0	2.4931208433762433	0
1997	6	30	0	0	3.890594533601072	0
1997	7	1	0	0	4.16034684588851	0
1997	7	2	0	0	5.013225743635302	0
1997	7	3	0	0	2.8762629575854572	0
1997	7	4	0	0	1.4874437343105973	0
1997	7	5	0	0	0.8655429427046327	0
1997	7	6	0	0	1.0931677644924833	0
1997	7	7	0	0	3.5354465407841627	0
1997	7	8	0	0	5.694317564759939	0
1997	7	9	0	0	5.7015854240868205	0
1997	7	10	0	0	5.268170347416525	0
1997	7	11	0	0	3.9777530515611375	0
1997	7	12	0	0	3.696447771807723	0
1997	7	13	0	0	5.620512455496504	0
1997	7	14	0	0	2.9401984587374916	0
1997	7	15	0	0	4.7805768219705875	0
1997	7	16	0	0	6.143851310624449	0
1997	7	17	0	0	3.036593578147517	0
1997	7	18	0	0	1.7833404284196706	0
1997	7	19	0	0	0.8456696766508922	0
1997	7	20	0	0	3.1908663116937355	0
1997	7	21	0	0	5.318713079204979	0
1997	7	22	0	0	5.850833119650016	0
1997	7	23	0	0	1.9696128086398432	0
1997	7	24	0	0	5.000259035300784	0
1997	7	25	0	0	1.2111266783553702	0
1997	7	26	0	0	2.5096361267694105	0
1997	7	27	0	0	5.366162316090938	0
1997	7	28	0	0	4.378591309306167	0
1997	7	29	0	0	3.545499042591116	0
1997	7	30	0	0	5.646319691755419	0
1997	7	31	0	0	2.6446914504303836	0
1997	8	1	0	0	0.6947340428067759	0
1997	8	2	0	0	1.5400210607571316	0
1997	8	3	0	0	4.084379635604845	0
1997	8	4	0	0	6.107786576608237	0
1997	8	5	0	0	5.712136680806321	0
1997	8	6	0	0	1.743406777685974	0
1997	8	7	0	0	2.740214196566977	0
1997	8	8	0	0	3.0196242418430193	0
1997	8	9	0	0	5.671355576507912	0
1997	8	10	0	0	5.886748247351051	0
1997	8	11	0	0	5.646877237025093	0
1997	8	12	0	0	4.438353854691183	0
1997	8	13	0	0	4.148467131116245	0
1997	8	14	0	0	4.849002219340905	0
1997	8	15	0	0	4.2669391330223965	0
1997	8	16	0	0	4.638692332285899	0
1997	8	17	0	0	2.5419315426152136	0
1997	8	18	0	0	3.3516394016171613	0
1997	8	19	0	0	4.711889849472028	0
1997	8	20	0	0	4.859030881489315	0
1997	8	21	0	0	4.107065886387819	0
1997	8	22	0	0	4.426539249486957	0
1997	8	23	0	0	5.197942474559029	0
1997	8	24	0	0	4.694889337350324	0
1997	8	25	0	0	5.067022731169788	0
1997	8	26	0	0	2.35387506779678	0
1997	8	27	0	0	3.678199615401373	0
1997	8	28	0	0	0.6820830167620289	0
1997	8	29	0	0	2.777941354245247	0
1997	8	30	0	0	1.660768546452042	0
1997	8	31	0	0	4.86608267429509	0
1997	9	1	0	0	4.895552491612358	0
1997	9	2	0	0	1.7275572995593191	0
1997	9	3	0	0	1.3963168531741803	0
1997	9	4	0	0	2.934157415606241	0
1997	9	5	0	0	4.596774962210377	0
1997	9	6	0	0	2.434705554302888	0
1997	9	7	0	0	1.2415390201422936	0
1997	9	8	0	0	3.8099951971883623	0
1997	9	9	0	0	4.39115743842577	0
1997	9	10	0	0	2.7174906450517655	0
1997	9	11	0	0	4.107933480959342	0
1997	9	12	0	0	4.202310195484405	0
1997	9	13	0	0	0.8237846206733874	0
1997	9	14	0	0	2.183695992089539	0
1997	9	15	0	0	3.5229718642427024	0
1997	9	16	0	0	3.8022287837790514	0
1997	9	17	0	0	3.859281802250504	0
1997	9	18	0	0	3.784628001891819	0
1997	9	19	0	0	3.8209090700760235	0
1997	9	20	0	0	0.42571758740710924	0
1997	9	21	0	0	1.32340027294673	0
1997	9	22	0	0	3.127552257698917	0
1997	9	23	0	0	2.661742068496153	0
1997	9	24	0	0	2.3645842575913916	0
1997	9	25	0	0	0.8033638522452157	0
1997	9	26	0	0	1.8434700352252598	0
1997	9	27	0	0	2.9716221333863686	0
1997	9	28	0	0	3.117827254165127	0
1997	9	29	0	0	3.284531509048218	0
1997	9	30	0	0	2.866302774047321	0
1997	10	1	0	0	2.3649638655653575	0
1997	10	2	0	0	2.7367973555597978	0
1997	10	3	0	0	2.6872693704340613	0
1997	10	4	0	0	2.8663339472264857	0
1997	10	5	0	0	3.1994309351933095	0
1997	10	6	0	0	2.923558506077066	0
1997	10	7	0	0	1.0614072048769232	0
1997	10	8	0	0	2.244844262641252	0
1997	10	9	0	0	2.3720473643999025	0
1997	10	10	0	0	0.6589583808256312	0
1997	10	11	0	0	0.8648685198419891	0
1997	10	12	0	0	0.5540554233483643	0
1997	10	13	0	0	0.8820621387008496	0
1997	10	14	0	0	1.0174236993210266	0
1997	10	15	0	0	0.4405244702196439	0
1997	10	16	0	0	0.5511212509618474	0
1997	10	17	0	0	1.9462852279537444	0
1997	10	18	0	0	1.7658343028079329	0
1997	10	19	0	0	2.1801636625302994	0
1997	10	20	0	0	2.1552028294377656	0
1997	10	21	0	0	0.11563633862627419	0
1997	10	22	0	0	0.34533617120075366	0
1997	10	23	0	0	0.49740336643251293	0
1997	10	24	0	0	0.7211095517977321	0
1997	10	25	0	0	1.4356768708909047	0
1997	10	26	0	0	1.6851200653737846	0
1997	10	27	0	0	0.44904750505589297	0
1997	10	28	0	0	0.7998992471506519	0
1997	10	29	0	0	1.0612898756723486	0
1997	10	30	0	0	0.465984694438205	0
1997	10	31	0	0	1.0626328864287242	0
1997	11	1	0	0	1.3244429745770323	0
1997	11	2	0	0	1.5731976335385431	0
1997	11	3	0	0	1.4896447305878362	0
1997	11	4	0	0	0.6522910401870996	0
1997	11	5	0	0	1.300946990283625	0
1997	11	6	0	0	0.9244852084611839	0
1997	11	7	0	0	0.9654936267414884	0
1997	11	8	0	0	0.3654944242088156	0
1997	11	9	0	0	0.31668501961162066	0
1997	11	10	0	0	1.250953512267062	0
1997	11	11	0	0	0.8201710507731123	0
1997	11	12	0	0	0.15846750201014187	0
1997	11	13	0	0	0.5270006433260312	0
1997	11	14	0	0	0.5379685567867796	0
1997	11	15	0	0	0.9148128679634712	0
1997	11	16	0	0	0.6771253391757432	0
1997	11	17	0	0	0.1775601519851523	0
1997	11	18	0	0	0.49574463051308626	0
1997	11	19	0	0	0.14276930174905084	0
1997	11	20	0	0	0.6154756149709246	0
1997	11	21	0	0	0.7493056882659896	0
1997	11	22	0	0	0.46792376797169893	0
1997	11	23	0	0	0.1098261658312475	0
1997	11	24	0	0	0.252976398049261	0
1997	11	25	0	0	0.3902694647042772	0
1997	11	26	0	0	0.6075384866987656	0
1997	11	27	0	0	0.33741641142311773	0
1997	11	28	0	0	0.8014069469121246	0
1997	11	29	0	0	0.6368436518894091	0
1997	11	30	0	0	0.5437866178409562	0
1997	12	1	0	0	0.07967116305995864	0
1997	12	2	0	0	0.0865010171876206	0
1997	12	3	0	0	0.13677759731837763	0
1997	12	4	0	0	0.1376872164863365	0
1997	12	5	0	0	0.34690585690566356	0
1997	12	6	0	0	0.155725256316939	0
1997	12	7	0	0	0.867195802021386	0
1997	12	8	0	0	0.3151870465736019	0
1997	12	9	0	0	0.3143344773893393	0
1997	12	10	0	0	0.6088876125988281	0
1997	12	11	0	0	0.2013682052720209	0
1997	12	12	0	0	0.23671822418488003	0
1997	12	13	0	0	0.14097005336506568	0
1997	12	14	0	0	0.3907673207828234	0
1997	12	15	0	0	0.12550405081588747	0
1997	12	16	0	0	0.22217279391172867	0
1997	12	17	0	0	0.316670318349562	0
1997	12	18	0	0	0.3080019633439085	0
1997	12	19	0	0	0.5664242850069324	0
1997	12	20	0	0	0.12776046445629266	0
1997	12	21	0	0	0.09580359044720951	0
1997	12	22	0	0	0.07023690478759761	0
1997	12	23	0	0	0.43036368325711094	0
1997	12	24	0	0	0.41970769760854143	0
1997	12	25	0	0	0.91144771464214	0
1997	12	26	0	0	0.3517541356220791	0
1997	12	27	0	0	0.500446578430792	0
1997	12	28	0	0	0.2191924618475088	0
1997	12	29	0	0	0.42899795083085546	0
1997	12	30	0	0	0.5653535313373306	0
1997	12	31	0	0	0.5584830532532798	0
1998	1	1	0	0	0.6565545712191361	0
1998	1	2	0	0	0.258808691220325	0
1998	1	3	0	0	0.3393574172850713	0
1998	1	4	0	0	0.8604349805538657	0
1998	1	5	0	0	0.9277152894347754	0
1998	1	6	0	0	0.16562062739666106	0
1998	1	7	0	0	0.4920316938557471	0
1998	1	8	0	0	1.0250098984051046	0
1998	1	9	0	0	1.0245982979819899	0
1998	1	10	0	0	1.0084720243979453	0
1998	1	11	0	0	1.028483263404163	0
1998	1	12	0	0	0.9986135590168543	0
1998	1	13	0	0	0.8520373123892349	0
1998	1	14	0	0	0.8027423914165579	0
1998	1	15	0	0	0.728880189488442	0
1998	1	16	0	0	0.15995724411843373	0
1998	1	17	0	0	0.3285018489008029	0
1998	1	18	0	0	0.6730521197467957	0
1998	1	19	0	0	0.6117054762511165	0
1998	1	20	0	0	0.3353529584074729	0
1998	1	21	0	0	0.24634360665045493	0
1998	1	22	0	0	0.14542674616137602	0
1998	1	23	0	0	0.2873495217232197	0
1998	1	24	0	0	0.18979267511483044	0
1998	1	25	0	0	0.1377598054254882	0
1998	1	26	0	0	0.151898395650732	0
1998	1	27	0	0	0.44094704762162584	0
1998	1	28	0	0	0.8008432945865438	0
1998	1	29	0	0	0.4408064030401062	0
1998	1	30	0	0	0.7173689305577315	0
1998	1	31	0	0	0.4001247259557234	0
1998	2	1	0	0	0.36644857489522187	0
1998	2	2	0	0	0.9323368430974958	0
1998	2	3	0	0	0.686459911955809	0
1998	2	4	0	0	0.5317788240070666	0
1998	2	5	0	0	1.2594929181706784	0
1998	2	6	0	0	1.0026789525005242	0
1998	2	7	0	0	1.189399082575317	0
1998	2	8	0	0	1.3550106477331314	0
1998	2	9	0	0	1.4427026288332472	0
1998	2	10	0	0	1.5647577440794196	0
1998	2	11	0	0	1.8173646977504716	0
1998	2	12	0	0	1.7615271883069128	0
1998	2	13	0	0	1.8850068965890252	0
1998	2	14	0	0	1.8368658909640667	0
1998	2	15	0	0	1.9080388975831286	0
1998	2	16	0	0	1.7037912525470622	0
1998	2	17	0	0	0.5277100326663157	0
1998	2	18	0	0	1.7632040451116417	0
1998	2	19	0	0	2.1107571971288857	0
1998	2	20	0	0	2.1267189123745083	0
1998	2	21	0	0	2.1902631345726262	0
1998	2	22	0	0	0.5430017491881741	0
1998	2	23	0	0	0.33877573643426606	0
1998	2	24	0	0	0.4947053139511318	0
1998	2	25	0	0	0.9633614969634574	0
1998	2	26	0	0	1.2939753588889114	0
1998	2	27	0	0	1.8307320497272936	0
1998	2	28	0	0	0.6854557039735776	0
1998	3	1	0	0	0.4415610477071439	0
1998	3	2	0	0	1.3169246917389623	0
1998	3	3	0	0	1.6288341623419453	0
1998	3	4	0	0	1.3845722191644518	0
1998	3	5	0	0	1.314302942319252	0
1998	3	6	0	0	0.945870289121695	0
1998	3	7	0	0	1.40910380818865	0
1998	3	8	0	0	0.7450070611805883	0
1998	3	9	0	0	1.51368166062958	0
1998	3	10	0	0	2.282128882772964	0
1998	3	11	0	0	1.3624075824135038	0
1998	3	12	0	0	0.35527336483577765	0
1998	3	13	0	0	0.7424092940754776	0
1998	3	14	0	0	0.6021360870172262	0
1998	3	15	0	0	0.44643657996519753	0
1998	3	16	0	0	0.6543038947056095	0
1998	3	17	0	0	0.48908612923252603	0
1998	3	18	0	0	1.3973891640562737	0
1998	3	19	0	0	0.8727682497497207	0
1998	3	20	0	0	0.9646000605228745	0
1998	3	21	0	0	0.8572866308113416	0
1998	3	22	0	0	2.6602299433427183	0
1998	3	23	0	0	0.6602878934337391	0
1998	3	24	0	0	0.29937126352423704	0
1998	3	25	0	0	2.452886823368615	0
1998	3	26	0	0	3.0589148589883237	0
1998	3	27	0	0	1.4818820459683115	0
1998	3	28	0	0	3.058612978856	0
1998	3	29	0	0	3.997619695526921	0
1998	3	30	0	0	3.640989181933489	0
1998	3	31	0	0	3.81310744402595	0
1998	4	1	0	0	2.2572051530968698	0
1998	4	2	0	0	2.985233096310126	0
1998	4	3	0	0	2.78210514328963	0
1998	4	4	0	0	0.7875652115205511	0
1998	4	5	0	0	1.2117721660169511	0
1998	4	6	0	0	2.464471665473998	0
1998	4	7	0	0	0.9783043001741675	0
1998	4	8	0	0	2.812650168556836	0
1998	4	9	0	0	2.675588716910166	0
1998	4	10	0	0	2.8445900116547644	0
1998	4	11	0	0	2.650806557207158	0
1998	4	12	0	0	1.7801053309606685	0
1998	4	13	0	0	0.9841871065691722	0
1998	4	14	0	0	3.3109897742903502	0
1998	4	15	0	0	1.8128560339124977	0
1998	4	16	0	0	2.6404931616939726	0
1998	4	17	0	0	1.9628079494881043	0
1998	4	18	0	0	0.8275843908389406	0
1998	4	19	0	0	2.0793577848957323	0
1998	4	20	0	0	4.4047618901174594	0
1998	4	21	0	0	1.9121273950327717	0
1998	4	22	0	0	4.8697707908120105	0
1998	4	23	0	0	4.77182829509235	0
1998	4	24	0	0	1.6450020468523017	0
1998	4	25	0	0	4.450988361421588	0
1998	4	26	0	0	3.824646913113679	0
1998	4	27	0	0	4.10963232028978	0
1998	4	28	0	0	0.8501569505614095	0
1998	4	29	0	0	2.548870864650068	0
1998	4	30	0	0	4.825950348078361	0
1998	5	1	0	0	1.3086524102018249	0
1998	5	2	0	0	1.550509544839449	0
1998	5	3	0	0	2.724415646240748	0
1998	5	4	0	0	0.3505351160224673	0
1998	5	5	0	0	3.421415595213244	0
1998	5	6	0	0	2.968796362900774	0
1998	5	7	0	0	5.187154250060941	0
1998	5	8	0	0	5.507437726069692	0
1998	5	9	0	0	4.800036107204807	0
1998	5	10	0	0	5.64845448249986	0
1998	5	11	0	0	5.992555447754095	0
1998	5	12	0	0	5.928507054037373	0
1998	5	13	0	0	5.76777826061992	0
1998	5	14	0	0	5.483063759252492	0
1998	5	15	0	0	5.722387075581159	0
1998	5	16	0	0	5.330787657807644	0
1998	5	17	0	0	3.9711508967822513	0
1998	5	18	0	0	4.174258118306595	0
1998	5	19	0	0	5.443880425402124	0
1998	5	20	0	0	5.630809624322983	0
1998	5	21	0	0	3.942706593555196	0
1998	5	22	0	0	1.859003629332467	0
1998	5	23	0	0	4.417814613564438	0
1998	5	24	0	0	3.189298716297336	0
1998	5	25	0	0	2.0695682780139553	0
1998	5	26	0	0	3.6497542783092394	0
1998	5	27	0	0	4.132639422205189	0
1998	5	28	0	0	2.7851921923689495	0
1998	5	29	0	0	1.0531511404098977	0
1998	5	30	0	0	6.046539424490413	0
1998	5	31	0	0	4.4087580828785695	0
1998	6	1	0	0	5.818660817896511	0
1998	6	2	0	0	5.712700484933807	0
1998	6	3	0	0	2.782175191387242	0
1998	6	4	0	0	4.790317156285138	0
1998	6	5	0	0	5.933157684527305	0
1998	6	6	0	0	6.047602395305015	0
1998	6	7	0	0	3.5528737038991602	0
1998	6	8	0	0	4.417223018493049	0
1998	6	9	0	0	6.392140524012701	0
1998	6	10	0	0	2.166196127641168	0
1998	6	11	0	0	1.5425981828109874	0
1998	6	12	0	0	0.881034754065199	0
1998	6	13	0	0	2.6505726093060438	0
1998	6	14	0	0	2.8361890557570884	0
1998	6	15	0	0	2.0138136014136596	0
1998	6	16	0	0	2.5075509975805943	0
1998	6	17	0	0	4.66611934816518	0
1998	6	18	0	0	5.045763011315342	0
1998	6	19	0	0	6.249739444592839	0
1998	6	20	0	0	6.735867072501426	0
1998	6	21	0	0	6.8866226644562865	0
1998	6	22	0	0	4.649200519610373	0
1998	6	23	0	0	4.446582803615734	0
1998	6	24	0	0	5.780167543439303	0
1998	6	25	0	0	5.9491284012152805	0
1998	6	26	0	0	2.333946259508661	0
1998	6	27	0	0	4.409956502024467	0
1998	6	28	0	0	1.6349541439915452	0
1998	6	29	0	0	5.071305642070875	0
1998	6	30	0	0	4.661082385873059	0
1998	7	1	0	0	3.851614587625391	0
1998	7	2	0	0	0.9765139375489844	0
1998	7	3	0	0	1.8859418605971574	0
1998	7	4	0	0	4.051508694876178	0
1998	7	5	0	0	3.1174696319800366	0
1998	7	6	0	0	5.750398638269482	0
1998	7	7	0	0	2.4305694024244584	0
1998	7	8	0	0	1.8560864943218454	0
1998	7	9	0	0	2.6729233197102396	0
1998	7	10	0	0	2.3191255430909985	0
1998	7	11	0	0	3.52942805616913	0
1998	7	12	0	0	6.110396311326989	0
1998	7	13	0	0	4.103254500807779	0
1998	7	14	0	0	4.786310983314225	0
1998	7	15	0	0	4.572604776108966	0
1998	7	16	0	0	2.0209677658083303	0
1998	7	17	0	0	4.608486396140536	0
1998	7	18	0	0	5.517633899049816	0
1998	7	19	0	0	6.436025067118143	0
1998	7	20	0	0	6.366983528373778	0
1998	7	21	0	0	4.733089969483711	0
1998	7	22	0	0	3.2876413325798612	0
1998	7	23	0	0	6.876636767389826	0
1998	7	24	0	0	2.8094598590544484	0
1998	7	25	0	0	3.016493696516987	0
1998	7	26	0	0	5.0439820413651795	0
1998	7	27	0	0	1.015739638595826	0
1998	7	28	0	0	2.910833459189542	0
1998	7	29	0	0	5.237178600203158	0
1998	7	30	0	0	6.418292415888143	0
1998	7	31	0	0	1.5765921479325542	0
1998	8	1	0	0	3.577590840069922	0
1998	8	2	0	0	1.046116830124273	0
1998	8	3	0	0	0.7702961946450628	0
1998	8	4	0	0	1.7500646084520135	0
1998	8	5	0	0	2.7249126215949655	0
1998	8	6	0	0	6.356568712412905	0
1998	8	7	0	0	6.729130041355073	0
1998	8	8	0	0	6.9757796166787145	0
1998	8	9	0	0	6.845535362971143	0
1998	8	10	0	0	6.368636630944407	0
1998	8	11	0	0	6.487509051611305	0
1998	8	12	0	0	5.75330006995674	0
1998	8	13	0	0	2.648638526443932	0
1998	8	14	0	0	5.459962147302277	0
1998	8	15	0	0	5.099016287299568	0
1998	8	16	0	0	5.45259506933604	0
1998	8	17	0	0	4.89951201307362	0
1998	8	18	0	0	1.146013471742877	0
1998	8	19	0	0	3.904053681937536	0
1998	8	20	0	0	4.254774355564161	0
1998	8	21	0	0	1.397038025408326	0
1998	8	22	0	0	1.1037681834423492	0
1998	8	23	0	0	4.168817033090322	0
1998	8	24	0	0	1.4025028823911203	0
1998	8	25	0	0	4.014813811710475	0
1998	8	26	0	0	4.9405273977872595	0
1998	8	27	0	0	0.6435729719873085	0
1998	8	28	0	0	3.402628813740109	0
1998	8	29	0	0	2.394931310869211	0
1998	8	30	0	0	3.029316478778007	0
1998	8	31	0	0	4.366783943353042	0
1998	9	1	0	0	2.1287041120282075	0
1998	9	2	0	0	2.8836278778332436	0
1998	9	3	0	0	1.316446234784931	0
1998	9	4	0	0	2.7143383491817716	0
1998	9	5	0	0	1.258877021390016	0
1998	9	6	0	0	2.678468453490365	0
1998	9	7	0	0	1.5840129161810454	0
1998	9	8	0	0	2.2356659979068354	0
1998	9	9	0	0	4.280607541144886	0
1998	9	10	0	0	3.410064865964403	0
1998	9	11	0	0	0.38869692379466136	0
1998	9	12	0	0	0.8838784904236517	0
1998	9	13	0	0	1.453769280640601	0
1998	9	14	0	0	1.0756715222926372	0
1998	9	15	0	0	1.2644764216717088	0
1998	9	16	0	0	1.445147227485505	0
1998	9	17	0	0	0.7332851530313094	0
1998	9	18	0	0	1.4365656014710855	0
1998	9	19	0	0	1.9710369751334365	0
1998	9	20	0	0	2.4000650715373157	0
1998	9	21	0	0	1.3922910783193703	0
1998	9	22	0	0	1.1347457046184206	0
1998	9	23	0	0	1.4631386844670464	0
1998	9	24	0	0	2.8746540824519022	0
1998	9	25	0	0	3.106874410010827	0
1998	9	26	0	0	1.7575011994273662	0
1998	9	27	0	0	1.7249126903707768	0
1998	9	28	0	0	2.0691377905129924	0
1998	9	29	0	0	1.9368040585437711	0
1998	9	30	0	0	0.7880245374429165	0
1998	10	1	0	0	0.882065546386189	0
1998	10	2	0	0	1.7092739112347577	0
1998	10	3	0	0	1.4041461454723414	0
1998	10	4	0	0	0.6371024096916414	0
1998	10	5	0	0	1.224040669557306	0
1998	10	6	0	0	0.365830955486149	0
1998	10	7	0	0	0.2598773567817499	0
1998	10	8	0	0	0.5356457827894552	0
