-;-;-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
0.27203828;0.8473932;0.34475136;0.5374791;1.3188025;1.2397449;11.609128;3.6943867;33.25588;40.0;19.291893748489898;6.3790984;38.29986;91;0.2822544050076512;3;1350
0.77788746;0.7575764;0.36254567;1.3382298;1.4219978;1.2935997;19.421415;19.348696;72.84869;40.0;19.291893748489898;17.705336;99.79499;91;0.2822544050076512;3;1350
0.56950176;0.8635789;0.3620866;0.28218278;1.0187211;0.59794134;4.1192403;14.151798;86.15325;40.0;19.291893748489898;63.35776;50.151287;91;0.2822544050076512;3;1350
0.32901743;0.32999265;0.37843144;1.9761809;1.477082;2.2243013;8.696891;3.1059947;85.25081;40.0;19.291893748489898;9.946908;88.340706;91;0.2822544050076512;3;1350
0.6008358;0.59756017;0.29887107;0.31791234;1.5287988;2.040915;7.378025;7.7860436;48.36211;40.0;19.291893748489898;54.110085;21.256664;91;0.2822544050076512;3;1350
0.32184967;0.7336998;0.14952429;0.7397425;1.475201;1.2622408;15.346423;4.2794533;44.576927;40.0;19.291893748489898;61.679974;56.06588;91;0.2822544050076512;3;1350
0.7570563;0.28271192;0.48205733;0.2856036;1.5924809;0.5593652;15.203857;5.4533367;15.780034;40.0;19.291893748489898;69.08761;32.857746;91;0.2822544050076512;3;1350
0.556925;0.31996557;0.10658222;0.82969505;1.0896178;2.383378;10.244332;18.850079;4.8850904;40.0;19.291893748489898;13.410219;93.51566;91;0.2822544050076512;3;1350
0.504817;0.7071861;0.10663276;0.7392129;1.8814487;2.1095042;1.306812;3.5983062;93.220535;40.0;19.291893748489898;46.510883;55.56687;91;0.2822544050076512;3;1350
0.44120967;0.89496464;0.4753633;1.3268317;1.233734;2.0261521;4.3289084;17.716423;72.79776;40.0;19.291893748489898;46.876266;65.740654;91;0.2822544050076512;3;1350
0.7042261;0.72833294;0.29775316;1.7326063;1.4376138;2.842136;1.9550477;16.994865;58.101387;40.0;19.291893748489898;83.69298;8.526058;91;0.2822544050076512;3;1350
0.4894501;0.22896385;0.42702156;1.6394126;1.8564065;2.4303322;17.093277;15.129697;58.75731;40.0;19.291893748489898;47.402985;49.28103;91;0.2822544050076512;3;1350
0.27011994;0.9763463;0.25428587;1.4924738;1.7156668;2.7063057;6.5056596;10.437718;3.3113372;40.0;19.291893748489898;41.27278;58.367832;91;0.2822544050076512;3;1350
0.29440472;0.3116055;0.27237725;1.9958559;1.7220783;2.3053875;3.24053;5.9089856;45.9214;40.0;19.291893748489898;13.222585;29.749887;91;0.2822544050076512;3;1350
0.9695181;0.38604978;0.3821502;0.18284632;1.8005338;2.2619078;7.7292747;16.788618;92.21114;40.0;19.291893748489898;69.75197;73.8409;91;0.2822544050076512;3;1350
0.92686456;0.97997385;0.30354077;1.6001434;1.9670002;2.299368;2.468497;16.847424;46.741688;40.0;19.291893748489898;62.359158;47.19142;91;0.2822544050076512;3;1350
0.7597657;0.8168264;0.460247;0.3475885;1.0411233;2.841658;19.598286;10.981004;58.50047;40.0;19.291893748489898;71.978035;56.56973;91;0.2822544050076512;3;1350
0.41269597;0.94926137;0.37659714;1.2554044;1.9973922;1.6224585;6.9851503;1.9046544;38.333015;40.0;19.291893748489898;65.972046;36.7321;91;0.2822544050076512;3;1350
0.9753411;0.8452957;0.31090719;1.6412114;1.9349103;1.2904426;18.728268;4.6662626;11.398412;40.0;19.291893748489898;87.6531;67.97402;91;0.2822544050076512;3;1350
0.8230007;0.72138757;0.431894;1.3566456;1.1417872;2.8874648;13.971845;2.0655856;33.033306;40.0;19.291893748489898;87.85726;11.213978;91;0.2822544050076512;3;1350
0.7735121;0.4276424;0.3179594;0.31765404;1.2947994;2.9098523;11.756033;4.4169226;9.423822;40.0;19.291893748489898;31.460642;51.116516;91;0.2822544050076512;3;1350
0.5594892;0.46150514;0.21984848;0.44932425;1.6589965;2.6300201;10.034443;10.660005;58.279373;40.0;19.291893748489898;19.058794;89.6684;91;0.2822544050076512;3;1350
0.41779324;0.95781684;0.14815299;1.7853059;1.8804736;1.7665526;14.060222;17.229296;98.19366;40.0;19.291893748489898;92.721275;24.283203;91;0.2822544050076512;3;1350
0.27711278;0.8885005;0.24022023;1.8303112;1.5421993;1.9175165;14.039231;13.4115;36.907173;40.0;19.291893748489898;71.59095;86.97636;91;0.2822544050076512;3;1350
0.9220819;0.48759237;0.3538248;1.5182626;1.5129888;1.4013402;1.1999002;12.417156;85.9855;40.0;19.291893748489898;97.12676;88.62011;91;0.2822544050076512;3;1350
0.56462103;0.49861392;0.49267495;0.6578012;1.1196674;0.7106361;18.24789;15.211118;5.235306;40.0;19.291893748489898;50.198616;23.812746;91;0.2822544050076512;3;1350
0.3618907;0.4381555;0.39821583;0.5758825;1.7238759;0.3931842;7.991305;13.158318;50.996834;40.0;19.291893748489898;96.26209;8.991735;91;0.2822544050076512;3;1350
0.4447653;0.46090412;0.34758618;0.23695694;1.49933;0.13582757;7.712189;9.425118;65.79235;40.0;19.291893748489898;13.14916;76.67742;91;0.2822544050076512;3;1350
0.6633757;0.88853395;0.1809548;0.98896784;1.1043197;0.7175331;8.725221;16.491905;32.603474;40.0;19.291893748489898;59.44609;95.89962;91;0.2822544050076512;3;1350
0.34141824;0.20840548;0.38279992;0.84977216;1.9123183;1.6613951;14.020373;6.893505;10.736373;40.0;19.291893748489898;50.176796;26.315948;91;0.2822544050076512;3;1350
0.8852914;0.5488421;0.30918244;0.5656291;1.2373948;2.7142606;8.144337;18.634184;22.57214;40.0;19.291893748489898;1.2618473;91.38739;91;0.2822544050076512;3;1350
0.8068156;0.95427173;0.39558703;1.3354052;1.5327148;1.3047634;8.10279;3.207621;7.930965;40.0;19.291893748489898;20.096973;21.608574;91;0.2822544050076512;3;1350
0.7755704;0.6341091;0.24619219;0.49345532;1.8340428;1.9584794;2.2058327;13.115918;88.93375;40.0;19.291893748489898;16.193743;36.57116;91;0.2822544050076512;3;1350
0.54567444;0.5603566;0.2912522;0.2689289;1.674866;1.4415346;8.916192;10.50981;1.4536221;40.0;19.291893748489898;7.0201197;88.7047;91;0.2822544050076512;3;1350
0.7018471;0.44989583;0.3104106;0.9214308;1.234608;0.13965327;3.840091;9.089472;7.867835;40.0;19.291893748489898;94.86676;31.101986;91;0.2822544050076512;3;1350
0.66727835;0.2591301;0.24483891;1.4814166;1.9996198;1.340031;17.256195;9.164611;79.773285;40.0;19.291893748489898;96.57135;75.81387;91;0.2822544050076512;3;1350
0.7198773;0.37958917;0.33148646;0.44950274;1.0928771;1.1754289;7.3557105;1.801943;30.673275;40.0;19.291893748489898;89.28325;15.549865;91;0.2822544050076512;3;1350
0.26755545;0.27236673;0.21054797;1.216899;1.8054342;1.0179886;19.256481;15.278762;37.111225;40.0;19.291893748489898;98.89921;38.49786;91;0.2822544050076512;3;1350
0.53264594;0.30135953;0.130537;0.2660874;1.4641587;0.98665583;14.006032;7.6945944;31.362015;40.0;19.291893748489898;83.235756;94.13302;91;0.2822544050076512;3;1350
0.23329134;0.33081323;0.17135252;0.6104885;1.0721681;0.541778;15.366879;10.05609;89.17997;40.0;19.291893748489898;93.28593;23.401955;91;0.2822544050076512;3;1350
0.5951927;0.44162354;0.29766735;1.6863494;1.2426369;1.7923334;19.007273;17.104288;92.94515;40.0;19.291893748489898;20.565481;70.46847;91;0.2822544050076512;3;1350
0.46388897;0.20881334;0.12684593;0.37899077;1.0833222;2.429379;5.5397606;11.965061;92.95256;40.0;19.291893748489898;26.431501;92.03583;91;0.2822544050076512;3;1350
0.31561935;0.96011513;0.2546705;1.36575;1.2069608;2.5154533;11.778528;17.177296;31.426989;40.0;19.291893748489898;86.34454;78.71052;91;0.2822544050076512;3;1350
0.28272238;0.29905528;0.37027565;0.12713437;1.8847172;0.8785281;1.7737902;3.6045084;20.837515;40.0;19.291893748489898;48.466908;94.850914;91;0.2822544050076512;3;1350
0.67011565;0.5065191;0.30485302;1.1430398;1.292472;0.93225414;2.9144151;6.3545337;82.97163;40.0;19.291893748489898;71.98027;94.43109;91;0.2822544050076512;3;1350
0.3364744;0.90362203;0.32142818;0.5605949;1.6108088;0.9240836;7.9651513;5.3307157;85.04752;40.0;19.291893748489898;56.629;12.249992;91;0.2822544050076512;3;1350
0.9400961;0.2852544;0.38977653;0.52273893;1.1995575;0.56633955;13.967535;17.840351;36.073273;40.0;19.291893748489898;31.258236;60.56461;91;0.2822544050076512;3;1350
0.6648489;0.5868834;0.14835943;1.0581121;1.2449441;1.9099425;16.80218;15.8495865;58.222553;40.0;19.291893748489898;29.19865;43.262604;91;0.2822544050076512;3;1350
0.47749585;0.8758269;0.20552363;1.9766409;1.3527436;0.5248347;5.87168;16.847916;39.68204;40.0;19.291893748489898;75.06978;68.59109;91;0.2822544050076512;3;1350
0.6727324;0.6455701;0.26901034;0.54520935;1.9478405;1.2546234;15.232467;11.804988;2.482968;40.0;19.291893748489898;53.677418;74.51237;91;0.2822544050076512;3;1350
0.21824309;0.36827487;0.20725672;1.148393;1.211428;1.6737288;5.261532;5.194229;41.65692;40.0;19.291893748489898;36.57918;25.278505;91;0.2822544050076512;3;1350
0.96684736;0.7884076;0.27552044;0.8203099;1.6570795;2.0641055;1.1150565;8.16297;89.5991;40.0;19.291893748489898;62.08693;80.18691;91;0.2822544050076512;3;1350
0.5858427;0.74507284;0.4574599;1.4202557;1.3723141;2.9052682;2.0338476;11.455716;85.93558;40.0;19.291893748489898;42.573822;41.511066;91;0.2822544050076512;3;1350
0.8261882;0.48974872;0.14577842;1.8662859;1.1426145;2.4697025;12.125614;1.360593;11.274441;40.0;19.291893748489898;48.03241;66.01711;91;0.2822544050076512;3;1350
0.266184;0.23703612;0.21784404;0.9023917;1.5545276;1.2420264;10.445804;13.153203;31.388851;40.0;19.291893748489898;68.11306;43.34292;91;0.2822544050076512;3;1350
0.5893267;0.20629175;0.4469183;1.8264683;1.3728749;2.5032313;6.138079;17.242521;8.311934;40.0;19.291893748489898;46.338554;35.265476;91;0.2822544050076512;3;1350
0.5925656;0.8603143;0.32599843;1.8420721;1.87276;0.913961;1.1244093;7.1870713;30.50551;40.0;19.291893748489898;95.04412;69.69579;91;0.2822544050076512;3;1350
0.9502612;0.4572459;0.48799598;1.7557871;1.9257336;2.0681643;11.792196;13.916001;30.470463;40.0;19.291893748489898;49.03407;54.648796;91;0.2822544050076512;3;1350
0.6573824;0.31021592;0.16898587;0.57108706;1.5701705;0.6977475;16.534527;10.187702;6.2649565;40.0;19.291893748489898;96.22046;85.439476;91;0.2822544050076512;3;1350
0.5787915;0.614841;0.4022891;1.4328029;1.2934923;1.3667186;2.3023527;1.0755724;89.62928;40.0;19.291893748489898;84.92113;78.81487;91;0.2822544050076512;3;1350
0.41358054;0.9366666;0.43563622;0.7429279;1.5318856;1.8808615;14.993014;6.3958516;84.147835;40.0;19.291893748489898;89.201805;86.964966;91;0.2822544050076512;3;1350
0.4652552;0.2067847;0.48341364;0.459724;1.8850178;2.4543803;13.05631;11.029345;92.91789;40.0;19.291893748489898;76.564255;76.81141;91;0.2822544050076512;3;1350
0.6165379;0.24491483;0.1631151;0.9767067;1.6747829;2.8002024;10.10774;14.773261;74.69152;40.0;19.291893748489898;60.848038;91.76727;91;0.2822544050076512;3;1350
0.55112916;0.533636;0.31430042;1.0144985;1.0867196;2.941223;1.9184858;8.638641;76.2449;40.0;19.291893748489898;53.734097;16.510017;91;0.2822544050076512;3;1350
0.21728967;0.7407727;0.26120988;1.3281323;1.064406;2.5545979;18.547857;4.5386624;78.93696;40.0;19.291893748489898;55.613857;64.40768;91;0.2822544050076512;3;1350
0.86103356;0.58088034;0.3423876;0.7101915;1.1546232;0.65653116;10.071379;2.1599448;67.84941;40.0;19.291893748489898;20.94402;9.158472;91;0.2822544050076512;3;1350
0.9169286;0.9180387;0.13179633;0.25223807;1.5661939;2.566687;8.592532;14.57915;18.420315;40.0;19.291893748489898;22.225092;50.465084;91;0.2822544050076512;3;1350
0.31219926;0.23526764;0.28952283;0.6502807;1.1678666;1.7982248;17.368032;7.9357853;18.595858;40.0;19.291893748489898;4.382021;86.27319;91;0.2822544050076512;3;1350
0.6432289;0.4721127;0.11159115;1.655229;1.2541053;1.1835159;17.065987;13.29498;50.535606;40.0;19.291893748489898;74.81047;72.83416;91;0.2822544050076512;3;1350
