-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
0.57687694;0.5872597;0.45681614;1.732827;1.8429445;18.537308;24.28769;40.0;39.49391472232355;88.30085;6.560831;91;0.1798974987402273;3;1350
0.6521889;0.8502538;0.31737474;1.5532819;1.072408;12.702171;13.255944;40.0;39.49391472232355;79.878555;4.3083234;91;0.1798974987402273;3;1350
0.8119991;0.25626436;0.87459815;1.1711916;1.3951713;10.241595;83.8677;40.0;39.49391472232355;30.902752;3.7258103;91;0.1798974987402273;3;1350
0.70777464;0.6578179;0.671663;1.4191066;9.586232;15.668472;64.54014;40.0;39.49391472232355;69.16015;50.194088;91;0.1798974987402273;3;1350
0.6428635;0.9394387;0.558408;2.1172915;12.84427;8.467014;48.01442;40.0;39.49391472232355;1.1640261;18.903341;91;0.1798974987402273;3;1350
0.64736575;0.51710814;0.53009135;1.5436299;10.1479645;9.877666;77.68574;40.0;39.49391472232355;33.931465;67.778755;91;0.1798974987402273;3;1350
0.4431601;0.9680805;0.2810666;2.451042;13.865477;4.7080345;91.600555;40.0;39.49391472232355;84.11993;48.79347;91;0.1798974987402273;3;1350
0.22465427;0.37654808;0.7175646;2.5355752;9.54245;3.3598788;23.16873;40.0;39.49391472232355;15.968919;10.254212;91;0.1798974987402273;3;1350
0.5493739;0.28450704;0.61664474;1.9532763;1.8087122;1.4849317;32.968132;40.0;39.49391472232355;35.98613;1.5773522;91;0.1798974987402273;3;1350
0.37166774;0.61980987;0.96902287;2.811107;5.2971673;14.898669;93.49789;40.0;39.49391472232355;1.1032884;4.63575;91;0.1798974987402273;3;1350
0.5268229;0.9257975;0.7400512;2.6305587;19.859861;9.895612;54.860294;40.0;39.49391472232355;3.29014;53.80034;91;0.1798974987402273;3;1350
0.88272244;0.44902337;0.9725051;1.1555369;7.571413;18.847712;28.842688;40.0;39.49391472232355;15.45588;59.073826;91;0.1798974987402273;3;1350
0.3871516;0.84012824;0.3118727;2.604985;7.170549;4.359505;16.663982;40.0;39.49391472232355;11.084442;35.948425;91;0.1798974987402273;3;1350
0.24664219;0.33535782;0.74599534;2.6595674;3.903049;5.635685;98.88232;40.0;39.49391472232355;49.483204;8.811149;91;0.1798974987402273;3;1350
0.42510712;0.79645634;0.85142756;1.6932052;19.755732;13.135793;53.967365;40.0;39.49391472232355;90.10043;93.534195;91;0.1798974987402273;3;1350
0.434875;0.64562154;0.6889182;1.9859794;5.378727;2.0373561;86.363495;40.0;39.49391472232355;9.379529;41.16565;91;0.1798974987402273;3;1350
0.7295332;0.3400136;0.69188154;1.1402277;13.289704;10.564852;63.96367;40.0;39.49391472232355;87.11385;43.501553;91;0.1798974987402273;3;1350
0.6456257;0.7744698;0.3246073;1.5318395;1.7989017;3.348049;44.92274;40.0;39.49391472232355;67.14763;38.76431;91;0.1798974987402273;3;1350
0.8271186;0.7710049;0.45697263;2.902927;2.2629743;4.0665517;85.97151;40.0;39.49391472232355;17.720592;6.8872695;91;0.1798974987402273;3;1350
0.73145086;0.6123482;0.7060406;2.866095;14.618282;10.7298975;36.294315;40.0;39.49391472232355;29.683912;71.3343;91;0.1798974987402273;3;1350
0.52510947;0.3803741;0.57840693;2.3658304;13.068195;11.8123455;77.078735;40.0;39.49391472232355;20.224165;66.81621;91;0.1798974987402273;3;1350
0.8512163;0.30583513;0.8904276;1.036615;13.923085;5.0286603;45.888187;40.0;39.49391472232355;79.14055;17.281986;91;0.1798974987402273;3;1350
0.33357835;0.96580404;0.82183176;1.0478526;5.3884377;6.153534;89.8416;40.0;39.49391472232355;72.784935;27.58965;91;0.1798974987402273;3;1350
0.21816966;0.72465;0.6279506;2.190108;19.71289;6.398044;50.818577;40.0;39.49391472232355;31.136526;55.14506;91;0.1798974987402273;3;1350
0.27203828;0.8473932;0.6895027;1.4605043;11.609128;3.6943867;33.25588;40.0;39.49391472232355;6.3790984;38.29986;91;0.1798974987402273;3;1350
0.77788746;0.7575764;0.72509134;2.3033998;19.421415;19.348696;72.84869;40.0;39.49391472232355;17.705336;99.79499;91;0.1798974987402273;3;1350
0.56950176;0.8635789;0.7241732;1.1917714;4.1192403;14.151798;86.15325;40.0;39.49391472232355;63.35776;50.151287;91;0.1798974987402273;3;1350
0.32901743;0.32999265;0.7568629;2.9749274;8.696891;3.1059947;85.25081;40.0;39.49391472232355;9.946908;88.340706;91;0.1798974987402273;3;1350
0.6008358;0.59756017;0.59774214;1.2293814;7.378025;7.7860436;48.36211;40.0;39.49391472232355;54.110085;21.256664;91;0.1798974987402273;3;1350
0.32184967;0.7336998;0.29904857;1.6734132;15.346423;4.2794533;44.576927;40.0;39.49391472232355;61.679974;56.06588;91;0.1798974987402273;3;1350
0.7570563;0.28271192;0.96411467;1.1953722;15.203857;5.4533367;15.780034;40.0;39.49391472232355;69.08761;32.857746;91;0.1798974987402273;3;1350
0.556925;0.31996557;0.21316443;1.7681;10.244332;18.850079;4.8850904;40.0;39.49391472232355;13.410219;93.51566;91;0.1798974987402273;3;1350
0.504817;0.7071861;0.21326552;1.6728556;1.306812;3.5983062;93.220535;40.0;39.49391472232355;46.510883;55.56687;91;0.1798974987402273;3;1350
0.44120967;0.89496464;0.9507266;2.2914019;4.3289084;17.716423;72.79776;40.0;39.49391472232355;46.876266;65.740654;91;0.1798974987402273;3;1350
0.7042261;0.72833294;0.5955063;2.718533;1.9550477;16.994865;58.101387;40.0;39.49391472232355;83.69298;8.526058;91;0.1798974987402273;3;1350
0.4894501;0.22896385;0.8540431;2.6204343;17.093277;15.129697;58.75731;40.0;39.49391472232355;47.402985;49.28103;91;0.1798974987402273;3;1350
0.27011994;0.9763463;0.50857174;2.465762;6.5056596;10.437718;3.3113372;40.0;39.49391472232355;41.27278;58.367832;91;0.1798974987402273;3;1350
0.29440472;0.3116055;0.5447545;2.995638;3.24053;5.9089856;45.9214;40.0;39.49391472232355;13.222585;29.749887;91;0.1798974987402273;3;1350
0.9695181;0.38604978;0.7643004;1.0872066;7.7292747;16.788618;92.21114;40.0;39.49391472232355;69.75197;73.8409;91;0.1798974987402273;3;1350
0.92686456;0.97997385;0.60708153;2.5790982;2.468497;16.847424;46.741688;40.0;52.60770925374899;62.359158;47.19142;91;0.1134542731143384;3;1350
0.7597657;0.8168264;0.920494;1.2606195;19.598286;10.981004;58.50047;40.0;52.60770925374899;71.978035;56.56973;91;0.1134542731143384;3;1350
0.41269597;0.94926137;0.7531943;2.2162151;6.9851503;1.9046544;38.333015;40.0;52.60770925374899;65.972046;36.7321;91;0.1134542731143384;3;1350
0.9753411;0.8452957;0.62181437;2.6223278;18.728268;4.6662626;11.398412;40.0;52.60770925374899;87.6531;67.97402;91;0.1134542731143384;3;1350
0.8230007;0.72138757;0.863788;2.3227847;13.971845;2.0655856;33.033306;40.0;52.60770925374899;87.85726;11.213978;91;0.1134542731143384;3;1350
0.7735121;0.4276424;0.6359188;1.2291095;11.756033;4.4169226;9.423822;40.0;52.60770925374899;31.460642;51.116516;91;0.1134542731143384;3;1350
0.5594892;0.46150514;0.43969697;1.3677098;10.034443;10.660005;58.279373;40.0;52.60770925374899;19.058794;89.6684;91;0.1134542731143384;3;1350
0.41779324;0.95781684;0.29630598;2.7740061;14.060222;17.229296;98.19366;40.0;52.60770925374899;92.721275;24.283203;91;0.1134542731143384;3;1350
0.27711278;0.8885005;0.48044047;2.8213801;14.039231;13.4115;36.907173;40.0;52.60770925374899;71.59095;86.97636;91;0.1134542731143384;3;1350
0.9220819;0.48759237;0.7076496;2.492908;1.1999002;12.417156;85.9855;40.0;52.60770925374899;97.12676;88.62011;91;0.1134542731143384;3;1350
0.56462103;0.49861392;0.9853499;1.5871592;18.24789;15.211118;5.235306;40.0;52.60770925374899;50.198616;23.812746;91;0.1134542731143384;3;1350
0.3618907;0.4381555;0.79643166;1.500929;7.991305;13.158318;50.996834;40.0;52.60770925374899;96.26209;8.991735;91;0.1134542731143384;3;1350
0.4447653;0.46090412;0.69517237;1.1441652;7.712189;9.425118;65.79235;40.0;52.60770925374899;13.14916;76.67742;91;0.1134542731143384;3;1350
0.6633757;0.88853395;0.3619096;1.9357556;8.725221;16.491905;32.603474;40.0;52.60770925374899;59.44609;95.89962;91;0.1134542731143384;3;1350
0.34141824;0.20840548;0.76559985;1.7892339;14.020373;6.893505;10.736373;40.0;52.60770925374899;50.176796;26.315948;91;0.1134542731143384;3;1350
0.8852914;0.5488421;0.6183649;1.4901359;8.144337;18.634184;22.57214;40.0;52.60770925374899;1.2618473;91.38739;91;0.1134542731143384;3;1350
0.8068156;0.95427173;0.79117405;2.3004265;8.10279;3.207621;7.930965;40.0;52.60770925374899;20.096973;21.608574;91;0.1134542731143384;3;1350
0.7755704;0.6341091;0.49238437;1.4141635;2.2058327;13.115918;88.93375;40.0;52.60770925374899;16.193743;36.57116;91;0.1134542731143384;3;1350
0.54567444;0.5603566;0.5825044;1.1778198;8.916192;10.50981;1.4536221;40.0;52.60770925374899;7.0201197;88.7047;91;0.1134542731143384;3;1350
0.7018471;0.44989583;0.6208212;1.864664;3.840091;9.089472;7.867835;40.0;52.60770925374899;94.86676;31.101986;91;0.1134542731143384;3;1350
0.66727835;0.2591301;0.48967782;2.4541228;17.256195;9.164611;79.773285;40.0;52.60770925374899;96.57135;75.81387;91;0.1134542731143384;3;1350
0.7198773;0.37958917;0.6629729;1.3678976;7.3557105;1.801943;30.673275;40.0;52.60770925374899;89.28325;15.549865;91;0.1134542731143384;3;1350
0.26755545;0.27236673;0.42109594;2.1756833;19.256481;15.278762;37.111225;40.0;52.60770925374899;98.89921;38.49786;91;0.1134542731143384;3;1350
0.53264594;0.30135953;0.261074;1.1748289;14.006032;7.6945944;31.362015;40.0;52.60770925374899;83.235756;94.13302;91;0.1134542731143384;3;1350
0.23329134;0.33081323;0.34270504;1.5373563;15.366879;10.05609;89.17997;40.0;52.60770925374899;93.28593;23.401955;91;0.1134542731143384;3;1350
0.5951927;0.44162354;0.5953347;2.6698415;19.007273;17.104288;92.94515;40.0;52.60770925374899;20.565481;70.46847;91;0.1134542731143384;3;1350
0.46388897;0.20881334;0.25369185;1.2936745;5.5397606;11.965061;92.95256;40.0;52.60770925374899;26.431501;92.03583;91;0.1134542731143384;3;1350
0.31561935;0.96011513;0.509341;2.3323684;11.778528;17.177296;31.426989;40.0;52.60770925374899;86.34454;78.71052;91;0.1134542731143384;3;1350
0.28272238;0.29905528;0.7405513;1.0285625;1.7737902;3.6045084;20.837515;40.0;52.60770925374899;48.466908;94.850914;91;0.1134542731143384;3;1350
0.67011565;0.5065191;0.60970604;2.0979366;2.9144151;6.3545337;82.97163;40.0;52.60770925374899;71.98027;94.43109;91;0.1134542731143384;3;1350
0.3364744;0.90362203;0.64285636;1.4848367;7.9651513;5.3307157;85.04752;40.0;52.60770925374899;56.629;12.249992;91;0.1134542731143384;3;1350
0.9400961;0.2852544;0.77955306;1.4449884;13.967535;17.840351;36.073273;40.0;52.60770925374899;31.258236;60.56461;91;0.1134542731143384;3;1350
0.6648489;0.5868834;0.29671887;2.008539;16.80218;15.8495865;58.222553;40.0;52.60770925374899;29.19865;43.262604;91;0.1134542731143384;3;1350
0.47749585;0.8758269;0.41104725;2.9754117;5.87168;16.847916;39.68204;40.0;52.60770925374899;75.06978;68.59109;91;0.1134542731143384;3;1350
0.6727324;0.6455701;0.5380207;1.4686414;15.232467;11.804988;2.482968;40.0;52.60770925374899;53.677418;74.51237;91;0.1134542731143384;3;1350
0.21824309;0.36827487;0.41451344;2.1035717;5.261532;5.194229;41.65692;40.0;52.60770925374899;36.57918;25.278505;91;0.1134542731143384;3;1350
0.96684736;0.7884076;0.5510409;1.7582209;1.1150565;8.16297;89.5991;40.0;52.60770925374899;62.08693;80.18691;91;0.1134542731143384;3;1350
0.5858427;0.74507284;0.9149198;2.3897429;2.0338476;11.455716;85.93558;40.0;52.60770925374899;42.573822;41.511066;91;0.1134542731143384;3;1350
0.8261882;0.48974872;0.29155684;2.8592484;12.125614;1.360593;11.274441;40.0;52.60770925374899;48.03241;66.01711;91;0.1134542731143384;3;1350
0.266184;0.23703612;0.43568808;1.8446229;10.445804;13.153203;31.388851;40.0;52.60770925374899;68.11306;43.34292;91;0.1134542731143384;3;1350
0.5893267;0.20629175;0.8938366;2.8173351;6.138079;17.242521;8.311934;40.0;52.60770925374899;46.338554;35.265476;91;0.1134542731143384;3;1350
0.5925656;0.8603143;0.65199685;2.83376;1.1244093;7.1870713;30.50551;40.0;52.60770925374899;95.04412;69.69579;91;0.1134542731143384;3;1350
0.9502612;0.4572459;0.97599196;2.7429338;11.792196;13.916001;30.470463;40.0;52.60770925374899;49.03407;54.648796;91;0.1134542731143384;3;1350
0.6573824;0.31021592;0.33797175;1.4958811;16.534527;10.187702;6.2649565;40.0;52.60770925374899;96.22046;85.439476;91;0.1134542731143384;3;1350
0.5787915;0.614841;0.8045782;2.4029505;2.3023527;1.0755724;89.62928;40.0;52.60770925374899;84.92113;78.81487;91;0.1134542731143384;3;1350
0.41358054;0.9366666;0.87127244;1.6767663;14.993014;6.3958516;84.147835;40.0;52.60770925374899;89.201805;86.964966;91;0.1134542731143384;3;1350
0.4652552;0.2067847;0.9668273;1.3786569;13.05631;11.029345;92.91789;40.0;52.60770925374899;76.564255;76.81141;91;0.1134542731143384;3;1350
0.6165379;0.24491483;0.3262302;1.9228492;10.10774;14.773261;74.69152;40.0;52.60770925374899;60.848038;91.76727;91;0.1134542731143384;3;1350
0.55112916;0.533636;0.62860084;1.9626299;1.9184858;8.638641;76.2449;40.0;52.60770925374899;53.734097;16.510017;91;0.1134542731143384;3;1350
0.21728967;0.7407727;0.52241975;2.2927709;18.547857;4.5386624;78.93696;40.0;52.60770925374899;55.613857;64.40768;91;0.1134542731143384;3;1350
0.86103356;0.58088034;0.6847752;1.6423068;10.071379;2.1599448;67.84941;40.0;52.60770925374899;20.94402;9.158472;91;0.1134542731143384;3;1350
0.9169286;0.9180387;0.26359266;1.1602505;8.592532;14.57915;18.420315;40.0;52.60770925374899;22.225092;50.465084;91;0.1134542731143384;3;1350
0.31219926;0.23526764;0.57904565;1.5792428;17.368032;7.9357853;18.595858;40.0;52.60770925374899;4.382021;86.27319;91;0.1134542731143384;3;1350
0.6432289;0.4721127;0.2231823;2.637083;17.065987;13.29498;50.535606;40.0;52.60770925374899;74.81047;72.83416;91;0.1134542731143384;3;1350
0.2868606;0.4810783;0.44757867;2.7272937;14.817958;5.213285;69.36953;40.0;52.60770925374899;13.361487;58.709934;91;0.1134542731143384;3;1350
0.7377921;0.47210178;0.8571971;1.1392108;16.75784;15.3390255;3.942079;40.0;52.60770925374899;58.632763;69.704605;91;0.1134542731143384;3;1350
0.42498702;0.59014875;0.57367957;1.4062295;3.362241;7.5433373;55.093914;40.0;52.60770925374899;14.6543865;18.155619;91;0.1134542731143384;3;1350
0.7275381;0.83246166;0.88105065;1.1200069;15.457396;1.9950049;88.82622;40.0;52.60770925374899;7.588126;93.14943;91;0.1134542731143384;3;1350
0.7815957;0.4543061;0.24652386;1.9996178;7.2326474;10.694436;13.475861;40.0;52.60770925374899;53.825844;22.034756;91;0.1134542731143384;3;1350
0.814918;0.7955866;0.76002765;1.3461816;17.4824;14.897487;31.981518;40.0;52.60770925374899;87.43649;17.530146;91;0.1134542731143384;3;1350
0.28619274;0.31717238;0.24796996;2.5565026;8.034398;18.717445;98.688255;40.0;52.60770925374899;36.24543;14.86032;91;0.1134542731143384;3;1350
0.9328095;0.6485799;0.32430354;2.643849;2.031775;19.446299;33.55837;40.0;52.60770925374899;92.003525;93.68564;91;0.1134542731143384;3;1350
0.3841712;0.5000704;0.84288657;1.9950736;8.873224;9.671972;3.8460288;40.0;52.60770925374899;2.0204067;46.62482;91;0.1134542731143384;3;1350
0.22993004;0.63136864;0.21576233;1.93076;15.378763;12.625594;68.680374;40.0;52.60770925374899;47.108162;53.773457;91;0.1134542731143384;3;1350
0.643882;0.2861998;0.50445724;2.072699;10.517709;11.587197;98.28107;40.0;52.60770925374899;15.529679;38.523476;91;0.1134542731143384;3;1350
0.49673784;0.9627703;0.9490398;1.4797803;15.509045;11.13729;23.83532;40.0;52.60770925374899;32.262268;3.7005885;91;0.1134542731143384;3;1350
0.8638318;0.9249713;0.324168;2.3854237;1.6702011;3.1762433;22.390678;40.0;52.60770925374899;3.349441;7.5995936;91;0.1134542731143384;3;1350
0.8466012;0.86111706;0.95828444;2.3526988;4.36612;13.746436;43.756374;40.0;52.60770925374899;4.499401;2.5602138;91;0.1134542731143384;3;1350
0.45371112;0.91422623;0.35656703;1.2857895;11.70855;19.340136;54.05483;40.0;52.60770925374899;71.56856;54.36063;91;0.1134542731143384;3;1350
0.9623195;0.3173503;0.41595885;1.6141565;8.320961;3.4092548;81.6544;40.0;52.60770925374899;65.79947;20.15488;91;0.1134542731143384;3;1350
0.43273428;0.6029774;0.71048045;1.9547567;13.923339;6.9252357;99.35519;40.0;52.60770925374899;21.62521;40.80998;91;0.1134542731143384;3;1350
0.6120457;0.45432732;0.20522204;2.8229167;19.28853;2.4639485;81.48937;40.0;52.60770925374899;90.213745;46.572144;91;0.1134542731143384;3;1350
0.40477207;0.9099088;0.76725525;1.3254243;13.537377;8.652875;29.799871;40.0;52.60770925374899;69.10972;53.725235;91;0.1134542731143384;3;1350
0.94883484;0.35155013;0.9228229;1.1452353;8.929895;10.151771;78.83082;40.0;52.60770925374899;34.281136;89.38778;91;0.1134542731143384;3;1350
0.33168626;0.3759563;0.48466244;1.2661973;11.304916;7.802344;63.45623;40.0;52.60770925374899;41.357666;5.2801747;91;0.1134542731143384;3;1350
0.23592849;0.7493716;0.68429166;1.4688793;18.343702;10.05506;49.60419;40.0;52.60770925374899;29.963024;49.92867;91;0.1134542731143384;3;1350
0.54807764;0.2711197;0.4858359;2.2206566;13.786796;16.25637;63.831947;40.0;52.60770925374899;83.229225;14.054552;91;0.1134542731143384;3;1350
0.9939005;0.78589374;0.7535294;1.061392;16.26041;5.0645485;44.536697;40.0;52.60770925374899;49.902035;92.725334;91;0.1134542731143384;3;1350
