PREC event_type event_no event 10mins h d dt PET TA
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 30 5 True False True False 3600 0.012499999999999999 7.1
0.0 0 0 False False False True 86400 0.3 6.2
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.0 0 0 True False True False 3600 0.020833333333333332 6.6
0.08 30 6 True False True False 3600 0.020833333333333332 6.6
0.0 30 6 True False True False 3600 0.020833333333333332 6.6
0.0 30 6 True False True False 3600 0.020833333333333332 6.6
0.16 30 6 True False True False 3600 0.020833333333333332 6.6
0.5 30 6 True False True False 3600 0.020833333333333332 6.6
0.0 30 6 True False True False 3600 0.020833333333333332 6.6
0.14 30 6 True False True False 3600 0.020833333333333332 6.6
0.19 30 6 True False True False 3600 0.020833333333333332 6.6
5.53 30 6 True False True False 3600 0.020833333333333332 6.6
2.75 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.83 30 6 True False True False 3600 0.041666666666666664 6.5
0.5800000000000001 30 6 True False True False 3600 0.041666666666666664 6.5
0.35 30 6 True False True False 3600 0.041666666666666664 6.5
0.59 30 6 True False True False 3600 0.041666666666666664 6.5
0.53 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.09 30 6 True False True False 3600 0.041666666666666664 6.5
0.36 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 30 6 True False True False 3600 0.041666666666666664 6.5
0.0 0 0 False False False True 86400 0.8 3.9
0.0 0 0 False False False True 86400 0.2 2.0
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.0 0 0 True False True False 3600 0.024999999999999998 9.6
0.2 30 7 True False True False 3600 0.024999999999999998 9.6
1.79 30 7 True False True False 3600 0.024999999999999998 9.6
1.19 30 7 True False True False 3600 0.024999999999999998 9.6
0.24 30 7 True False True False 3600 0.024999999999999998 9.6
0.37 30 7 True False True False 3600 0.024999999999999998 9.6
1.06 30 7 True False True False 3600 0.024999999999999998 9.6
0.84 30 7 True False True False 3600 0.024999999999999998 9.6
0.53 30 7 True False True False 3600 0.04583333333333334 7.5
0.41000000000000003 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.31 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
0.0 30 7 True False True False 3600 0.04583333333333334 7.5
2.18 30 8 True False True False 3600 0.04583333333333334 7.5
1.14 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.11 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 30 8 True False True False 3600 0.04583333333333334 7.5
0.0 0 0 False False False True 86400 0.4 5.8
0.0 0 0 False False False True 86400 0.7 3.5
0.0 0 0 False False False True 86400 0.7 5.6
0.0 0 0 False False False True 86400 0.8 8.3
0.0 0 0 False False False True 86400 0.7 5.9
0.0 0 0 False False False True 86400 0.7 10.4
0.0 0 0 False False False True 86400 0.7 11.4
0.0 0 0 False False False True 86400 0.4 9.4
0.0 0 0 False False False True 86400 0.3 8.6
0.0 0 0 False False False True 86400 0.9 12.1
0.0 0 0 False False False True 86400 1.1 16.1
0.0 0 0 False False False True 86400 1.1 14.4
0.0 0 0 False False False True 86400 1.2 14.5
0.0 0 0 True False True False 3600 0.024999999999999998 7.9
0.0 0 0 True False True False 3600 0.024999999999999998 7.9
0.0 0 0 True False True False 3600 0.024999999999999998 7.9
0.0 0 0 True False True False 3600 0.024999999999999998 7.9
0.52 30 9 True False True False 3600 0.024999999999999998 7.9
1.78 30 9 True False True False 3600 0.024999999999999998 7.9
2.09 30 9 True False True False 3600 0.024999999999999998 7.9
2.34 30 9 True False True False 3600 0.024999999999999998 7.9
2.41 30 9 True False True False 3600 0.024999999999999998 7.9
1.88 30 9 True False True False 3600 0.024999999999999998 7.9
1.38 30 9 True False True False 3600 0.024999999999999998 7.9
1.03 30 9 True False True False 3600 0.024999999999999998 7.9
0.78 30 9 True False True False 3600 0.024999999999999998 7.9
1.03 30 9 True False True False 3600 0.024999999999999998 7.9
1.8699999999999999 30 9 True False True False 3600 0.024999999999999998 7.9
1.19 30 9 True False True False 3600 0.024999999999999998 7.9
0.04 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 30 9 True False True False 3600 0.024999999999999998 7.9
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.0 0 0 True False True False 3600 0.03333333333333333 7.3
0.06 30 10 True False True False 3600 0.03333333333333333 7.3
0.25 30 10 True False True False 3600 0.03333333333333333 7.3
0.43 30 10 True False True False 3600 0.03333333333333333 7.3
0.11 30 10 True False True False 3600 0.03333333333333333 7.3
0.06 30 10 True False True False 3600 0.03333333333333333 7.3
0.0 30 10 True False True False 3600 0.03333333333333333 7.3
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.11 30 10 True False True False 3600 0.05416666666666667 10.6
0.06 30 10 True False True False 3600 0.05416666666666667 10.6
0.1 30 10 True False True False 3600 0.05416666666666667 10.6
0.24 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.0 30 10 True False True False 3600 0.05416666666666667 10.6
0.19 30 11 True False True False 3600 0.05416666666666667 10.6
0.08 30 11 True False True False 3600 0.05416666666666667 10.6
0.0 30 11 True False True False 3600 0.05416666666666667 10.6
0.0 30 11 True False True False 3600 0.05416666666666667 10.6
0.1 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.48000000000000004 30 11 True False True False 3600 0.041666666666666664 9.7
0.16 30 11 True False True False 3600 0.041666666666666664 9.7
0.09 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.0 30 11 True False True False 3600 0.041666666666666664 9.7
0.06 30 12 True False True False 3600 0.041666666666666664 9.7
0.0 30 12 True False True False 3600 0.041666666666666664 9.7
0.43000000000000005 30 12 True False True False 3600 0.041666666666666664 9.7
0.0 30 12 True False True False 3600 0.041666666666666664 9.7
0.06 30 12 True False True False 3600 0.041666666666666664 9.7
0.0 30 12 True False True False 3600 0.041666666666666664 9.7
0.0 30 12 True False True False 3600 0.041666666666666664 9.7
0.0 30 12 True False True False 3600 0.041666666666666664 9.7
0.29 30 12 True False True False 3600 0.041666666666666664 9.7
1.05 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 30 12 True False True False 3600 0.0375 8.9
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 True False True False 3600 0.04583333333333334 14.5
0.22 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.0 30 13 True False True False 3600 0.04583333333333334 14.5
0.09 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 30 14 True False True False 3600 0.04583333333333334 14.5
0.0 0 0 False False False True 86400 1.3 15.6
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.0 0 0 True False True False 3600 0.05416666666666667 13.3
0.37 30 15 True False True False 3600 0.05416666666666667 13.3
0.19 30 15 True False True False 3600 0.012499999999999999 9.1
0.0 30 15 True False True False 3600 0.012499999999999999 9.1
0.0 30 15 True False True False 3600 0.012499999999999999 9.1
0.0 30 15 True False True False 3600 0.012499999999999999 9.1
0.04 30 15 True False True False 3600 0.012499999999999999 9.1
0.0 30 15 True False True False 3600 0.012499999999999999 9.1
0.34 30 15 True False True False 3600 0.012499999999999999 9.1
0.15000000000000002 30 15 True False True False 3600 0.012499999999999999 9.1
0.04 30 15 True False True False 3600 0.012499999999999999 9.1
0.05 30 15 True False True False 3600 0.012499999999999999 9.1
1.21 30 15 True False True False 3600 0.012499999999999999 9.1
1.51 30 15 True False True False 3600 0.012499999999999999 9.1
1.59 30 15 True False True False 3600 0.012499999999999999 9.1
1.72 30 15 True False True False 3600 0.012499999999999999 9.1
2.03 30 15 True False True False 3600 0.012499999999999999 9.1
2.5300000000000002 30 15 True False True False 3600 0.012499999999999999 9.1
1.52 30 15 True False True False 3600 0.012499999999999999 9.1
0.7100000000000001 30 15 True False True False 3600 0.012499999999999999 9.1
0.94 30 15 True False True False 3600 0.012499999999999999 9.1
0.89 30 15 True False True False 3600 0.012499999999999999 9.1
1.38 30 15 True False True False 3600 0.012499999999999999 9.1
0.73 30 15 True False True False 3600 0.012499999999999999 9.1
0.09 30 15 True False True False 3600 0.012499999999999999 9.1
0.18 30 15 True False True False 3600 0.012499999999999999 9.1
0.29000000000000004 30 15 True False True False 3600 0.008333333333333333 6.2
0.5700000000000001 30 15 True False True False 3600 0.008333333333333333 6.2
0.64 30 15 True False True False 3600 0.008333333333333333 6.2
0.6 30 15 True False True False 3600 0.008333333333333333 6.2
0.3 30 15 True False True False 3600 0.008333333333333333 6.2
0.13 30 15 True False True False 3600 0.008333333333333333 6.2
0.3 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 30 15 True False True False 3600 0.008333333333333333 6.2
0.0 0 0 False False False True 86400 0.2 5.6
0.0 0 0 False False False True 86400 0.2 4.9
0.0 0 0 False False False True 86400 0.4 6.7
