Name: Ihringen (ID: 2388)			
Lat: 48.0419   ,Lon: 7.6322			
Jahr	Monat	Tag	T
2011	8	1	17.6
2011	8	2	20.9
2011	8	3	20.3
2011	8	4	22.0
2011	8	5	20.2
2011	8	6	21.7
2011	8	7	17.4
2011	8	8	16.9
2011	8	9	14.5
2011	8	10	15.1
2011	8	11	16.5
2011	8	12	18.4
2011	8	13	20.0
2011	8	14	20.5
2011	8	15	19.0
2011	8	16	19.1
2011	8	17	20.8
2011	8	18	23.3
2011	8	19	23.5
2011	8	20	22.2
2011	8	21	24.3
2011	8	22	25.0
2011	8	23	25.1
2011	8	24	23.2
2011	8	25	20.8
2011	8	26	21.2
2011	8	27	14.0
2011	8	28	17.4
2011	8	29	14.8
2011	8	30	14.4
2011	8	31	16.0
2011	9	1	19.3
2011	9	2	19.4
2011	9	3	22.7
2011	9	4	19.9
2011	9	5	16.7
2011	9	6	16.2
2011	9	7	16.3
2011	9	8	16.6
2011	9	9	20.0
2011	9	10	22.3
2011	9	11	21.0
2011	9	12	18.5
2011	9	13	20.2
2011	9	14	16.3
2011	9	15	14.3
2011	9	16	16.7
2011	9	17	19.0
2011	9	18	13.0
2011	9	19	11.7
2011	9	20	13.1
2011	9	21	13.6
2011	9	22	14.6
2011	9	23	15.0
2011	9	24	13.6
2011	9	25	17.0
2011	9	26	17.3
2011	9	27	17.5
2011	9	28	17.0
2011	9	29	15.6
2011	9	30	16.4
