YYYY	MM	DD	hh	mm	PET	R_R0
2017	11	16	0	0	0.11129941999999998	0
2017	11	17	0	0	0.245222722	0
2017	11	18	0	0	0.131454343	0
2017	11	19	0	0	0.16809728000000002	0
2017	11	20	0	0	0.113203287	0
2017	11	21	0	0	0.455219995	0
2017	11	22	0	0	0.64552893	0
2017	11	23	0	0	0.893655081	0
2017	11	24	0	0	0.77622969	0
2017	11	25	0	0	0.148999624	0
2017	11	26	0	0	0.35066646400000007	0
2017	11	27	0	0	0.686505632	0
2017	11	28	0	0	0.6506148390000001	0
2017	11	29	0	0	0.163734569	0
2017	11	30	0	0	0.238926565	0
2017	12	1	0	0	0.26582442100000003	0
2017	12	2	0	0	0.336728788	0
2017	12	3	0	0	0.25412682	0
2017	12	4	0	0	0.048731835	0
2017	12	5	0	0	0.18327438199999999	0
2017	12	6	0	0	0.0	0
2017	12	7	0	0	0.595854038	0
2017	12	8	0	0	0.26785127000000003	0
2017	12	9	0	0	0.344485928	0
2017	12	10	0	0	0.14916234199999995	0
2017	12	11	0	0	0.081008223	0
2017	12	12	0	0	0.28942709099999997	0
2017	12	13	0	0	0.497482626	0
2017	12	14	0	0	0.362926089	0
2017	12	15	0	0	0.581285127	0
2017	12	16	0	0	0.05735278800000001	0
2017	12	17	0	0	0.225935742	0
2017	12	18	0	0	0.09348558300000001	0
2017	12	19	0	0	0.068601498	0
2017	12	20	0	0	0.075023498	0
2017	12	21	0	0	0.299481151	0
2017	12	22	0	0	0.016238926	0
2017	12	23	0	0	0.054547053	0
2017	12	24	0	0	0.036601656	0
2017	12	25	0	0	0.156329154	0
2017	12	26	0	0	0.21940644300000003	0
2017	12	27	0	0	0.06678251	0
2017	12	28	0	0	0.42803775499999996	0
2017	12	29	0	0	0.64328041	0
2017	12	30	0	0	0.343989872	0
